state	county	policies	insurance	premium
KENTUCKY	BARREN COUNTY	43	5546500	24599
KENTUCKY	BATH COUNTY	83	7703500	59094
KENTUCKY	BELL COUNTY	384	53612200	407013
KENTUCKY	BOYD COUNTY	337	59352400	304210
KENTUCKY	BOYLE COUNTY	112	19704900	62640
KENTUCKY	BRACKEN COUNTY	88	11109400	128738
KENTUCKY	BREATHITT COUNTY	86	12419600	90555
KENTUCKY	BRECKINRIDGE COUNTY	20	2712800	14529
KENTUCKY	BULLITT COUNTY	836	140508300	676075
KENTUCKY	CALDWELL COUNTY	32	3648300	15954
KENTUCKY	CALLOWAY COUNTY	64	14806300	32012
KENTUCKY	CAMPBELL COUNTY	512	93374800	459075
KENTUCKY	CARLISLE COUNTY	6	511500	3672
KENTUCKY	CARTER COUNTY	293	39094200	143040
KENTUCKY	CASEY COUNTY	22	6209600	67157
KENTUCKY	EDMONSON COUNTY	11	1350400	8744
KENTUCKY	ELLIOTT COUNTY	12	2643600	31206
KENTUCKY	ESTILL COUNTY	49	7558600	70712
KENTUCKY	FLEMING COUNTY	32	2967400	20604
KENTUCKY	GARRARD COUNTY	31	4632600	35055
KENTUCKY	GRAVES COUNTY	62	7352500	42593
KENTUCKY	GRAYSON COUNTY	23	3726200	11319
KENTUCKY	GREEN COUNTY	9	1384100	10854
KENTUCKY	GREENUP COUNTY	444	62013100	402358
KENTUCKY	HARLAN COUNTY	399	48458900	268424
KENTUCKY	HICKMAN COUNTY	6	1388700	3568
KENTUCKY	HOPKINS COUNTY	130	18882400	120857
KENTUCKY	JESSAMINE COUNTY	119	24116500	76942
KENTUCKY	KENTON COUNTY	311	56744700	289480
KENTUCKY	KNOTT COUNTY	79	10119000	85331
KENTUCKY	LARUE COUNTY	23	3341300	16958
KENTUCKY	LAUREL COUNTY	33	6228300	38939
KENTUCKY	LESLIE COUNTY	37	6502000	70587
KENTUCKY	LETCHER COUNTY	116	16604000	93497
KENTUCKY	MAGOFFIN COUNTY	96	16292500	76411
KENTUCKY	MCCRACKEN COUNTY	264	59174500	230699
KENTUCKY	MCCREARY COUNTY	1	280000	376
KENTUCKY	MEADE COUNTY	18	3628000	9186
KENTUCKY	MENIFEE COUNTY	22	3122800	28637
KENTUCKY	METCALFE COUNTY	12	1701600	18008
KENTUCKY	MUHLENBERG COUNTY	29	7615000	24063
KENTUCKY	NELSON COUNTY	102	13246000	89492
KENTUCKY	NICHOLAS COUNTY	15	1287200	9695
KENTUCKY	OLDHAM COUNTY	279	61289500	451893
KENTUCKY	OWSLEY COUNTY	11	1072800	6757
KENTUCKY	PENDLETON COUNTY	209	27199800	270832
KENTUCKY	POWELL COUNTY	110	11357400	71918
KENTUCKY	ROBERTSON COUNTY	2	97000	1458
KENTUCKY	ROCKCASTLE COUNTY	29	5289700	18711
KENTUCKY	ROWAN COUNTY	347	53680700	243108
KENTUCKY	SIMPSON COUNTY	31	5992700	25725
KENTUCKY	TODD COUNTY	27	4810100	21402
KENTUCKY	TRIGG COUNTY	40	8618400	28323
KENTUCKY	TRIMBLE COUNTY	28	3920700	35027
LOUISIANA	ACADIA PARISH	3609	599351600	2516472
LOUISIANA	ALLEN PARISH	416	66804800	242250
LOUISIANA	ASCENSION PARISH	14579	3611245100	9637888
LOUISIANA	ASSUMPTION PARISH	1574	305653000	791925
LOUISIANA	AVOYELLES PARISH	988	146823000	643150
LOUISIANA	BEAUREGARD PARISH	353	77299600	189985
LOUISIANA	BIENVILLE PARISH	24	3388500	14266
LOUISIANA	BOSSIER PARISH	10201	2434946100	7134660
LOUISIANA	CADDO PARISH	809	191720100	534630
LOUISIANA	CALCASIEU PARISH	14605	3706130600	9261268
LOUISIANA	CALDWELL PARISH	442	51037100	365649
LOUISIANA	CAMERON PARISH	1659	386150600	1868316
LOUISIANA	CATAHOULA PARISH	715	94578900	638207
LOUISIANA	CLAIBORNE PARISH	116	21268200	121018
LOUISIANA	CONCORDIA PARISH	1285	328062900	642236
LOUISIANA	DE SOTO PARISH	89	15468100	64883
LOUISIANA	EAST BATON ROUGE PARISH	40930	9982131400	27247742
LOUISIANA	EAST CARROLL PARISH	214	54673500	150856
LOUISIANA	EAST FELICIANA PARISH	205	39482600	126474
LOUISIANA	EVANGELINE PARISH	759	106258300	487788
LOUISIANA	FRANKLIN PARISH	480	97367800	294249
LOUISIANA	GRANT PARISH	236	31837100	144465
LOUISIANA	IBERIA PARISH	5088	1205731500	3533203
LOUISIANA	IBERVILLE PARISH	1478	387548700	897688
LOUISIANA	JACKSON PARISH	12	871500	7962
LOUISIANA	JEFFERSON DAVIS PARISH	1098	222807300	745921
LOUISIANA	JEFFERSON PARISH	111579	28250646500	101770488
LOUISIANA	LA SALLE PARISH	93	14459100	70918
LOUISIANA	LAFAYETTE PARISH	19853	5134817000	11244446
LOUISIANA	LAFOURCHE PARISH	12420	2854430500	8417711
LOUISIANA	LINCOLN PARISH	121	31010400	81317
LOUISIANA	LIVINGSTON PARISH	18774	3843279100	13397559
LOUISIANA	MADISON PARISH	467	103299800	317660
LOUISIANA	MOREHOUSE PARISH	282	47248300	151674
LOUISIANA	NATCHITOCHES PARISH	668	125873700	453008
LOUISIANA	ORLEANS PARISH	81581	22463703700	52956288
LOUISIANA	OUACHITA PARISH	5949	1262134300	4243145
LOUISIANA	PLAQUEMINES PARISH	5297	1522161600	4308077
LOUISIANA	POINTE COUPEE PARISH	1450	340586800	922456
LOUISIANA	RAPIDES PARISH	3657	793358400	2674959
LOUISIANA	RED RIVER PARISH	52	8788800	69584
LOUISIANA	RICHLAND PARISH	564	99905100	348210
LOUISIANA	SABINE PARISH	88	12638800	54329
LOUISIANA	ST. BERNARD PARISH	10831	3036007000	7098697
LOUISIANA	ST. CHARLES PARISH	11618	3391454700	7615025
LOUISIANA	ST. HELENA PARISH	141	31180800	102132
LOUISIANA	ST. JAMES PARISH	1756	512564400	740772
LOUISIANA	ST. JOHN THE BAPTIST PARISH	6992	1961604500	5027417
LOUISIANA	ST. LANDRY PARISH	2667	492441500	1661525
LOUISIANA	ST. MARTIN PARISH	2854	618333200	1860482
LOUISIANA	ST. MARY PARISH	4918	1139486500	4487180
LOUISIANA	ST. TAMMANY PARISH	48901	14074027500	31996351
LOUISIANA	TANGIPAHOA PARISH	9674	2328074300	5506919
LOUISIANA	TENSAS PARISH	344	87162300	191449
LOUISIANA	TERREBONNE PARISH	16068	4177324000	10316204
LOUISIANA	UNION PARISH	299	46878300	231855
LOUISIANA	VERMILION PARISH	6222	1248233100	4222734
LOUISIANA	VERNON PARISH	425	87504000	288636
LOUISIANA	WASHINGTON PARISH	796	142748600	555022
LOUISIANA	WEBSTER PARISH	166	31617300	157287
LOUISIANA	WEST BATON ROUGE PARISH	1396	405122500	659816
LOUISIANA	WEST CARROLL PARISH	143	25395100	80033
LOUISIANA	WEST FELICIANA PARISH	169	37141100	98610
LOUISIANA	WINN PARISH	77	10887800	54474
MAINE	FRANKLIN COUNTY	138	18424200	123888
MAINE	WASHINGTON COUNTY	116	21412400	136844
MAINE	LINCOLN COUNTY	394	102179700	435991
MAINE	HANCOCK COUNTY	353	88539500	336398
MAINE	CUMBERLAND COUNTY	1416	373496900	1458256
MAINE	KNOX COUNTY	344	95276000	376343
MAINE	ANDROSCOGGIN COUNTY	212	40539400	209314
MAINE	AROOSTOOK COUNTY	171	27085400	153441
MAINE	KENNEBEC COUNTY	395	74581500	543943
MAINE	OXFORD COUNTY	292	48415900	353054
MAINE	PENOBSCOT COUNTY	414	63208500	411335
MAINE	PISCATAQUIS COUNTY	61	9869800	64615
MAINE	SAGADAHOC COUNTY	168	42724100	192673
MAINE	SOMERSET COUNTY	199	24311100	169424
MAINE	WALDO COUNTY	148	35953100	175521
MAINE	YORK COUNTY	3559	909092000	3599623
MARYLAND	MONTGOMERY COUNTY	2133	575378100	1182607
MARYLAND	WASHINGTON COUNTY	312	70906600	356202
MARYLAND	CARROLL COUNTY	208	53166400	189886
MARYLAND	HOWARD COUNTY	964	265975600	660299
MARYLAND	KENT COUNTY	597	159968700	562756
MARYLAND	TALBOT COUNTY	2219	685451800	1616886
MARYLAND	SOMERSET COUNTY	1913	363143500	1490312
MARYLAND	ALLEGANY COUNTY	330	54761300	453850
MARYLAND	ANNE ARUNDEL COUNTY	5843	1625922400	4123110
MARYLAND	BALTIMORE COUNTY	3591	923541500	3951306
MARYLAND	CALVERT COUNTY	817	228979800	664098
MARYLAND	CAROLINE COUNTY	194	46915500	216866
MARYLAND	CECIL COUNTY	1002	240562700	997942
MARYLAND	CHARLES COUNTY	683	182182600	499369
MARYLAND	DORCHESTER COUNTY	1532	362788600	1315455
MARYLAND	FREDERICK COUNTY	592	154353900	637657
MARYLAND	GARRETT COUNTY	95	17297300	85472
MARYLAND	HARFORD COUNTY	981	239982100	764387
MARYLAND	INDEPENDENT CITY	2801	753624900	1920202
MARYLAND	PRINCE GEORGES COUNTY	3557	843262900	2368192
MARYLAND	QUEEN ANNES COUNTY	2299	624104400	1518753
MARYLAND	ST. MARYS COUNTY	1262	349453700	1064797
MARYLAND	WICOMICO COUNTY	694	192804600	547542
MARYLAND	WORCESTER COUNTY	31546	6543777000	10995935
MARYLAND	WORCHESTER COUNTY	47	10296400	28209
MASSACHUSETTS	FRANKLIN COUNTY	197	52197800	203637
MASSACHUSETTS	MIDDLESEX COUNTY	7649	1790527900	6959188
MASSACHUSETTS	PLYMOUTH COUNTY	10313	2574940900	15297022
MASSACHUSETTS	WORCESTER COUNTY	1669	419125100	2439238
MASSACHUSETTS	BARNSTABLE COUNTY	11827	3102734200	16413580
MASSACHUSETTS	BERKSHIRE COUNTY	849	162754100	1107648
MASSACHUSETTS	BRISTOL COUNTY	4152	1027002000	5579431
MASSACHUSETTS	DUKES COUNTY	969	295496000	1339700
MASSACHUSETTS	ESSEX COUNTY	9968	2571011500	11055105
MASSACHUSETTS	HAMPDEN COUNTY	1087	263024600	1389844
MASSACHUSETTS	HAMPSHIRE COUNTY	508	114043200	756107
MASSACHUSETTS	NANTUCKET COUNTY	1017	332430700	1719631
MASSACHUSETTS	NORFOLK COUNTY	6739	1642971900	6690882
MASSACHUSETTS	SUFFOLK COUNTY	7360	1962171500	6642885
MICHIGAN	CALHOUN COUNTY	181	40183200	176168
MICHIGAN	JACKSON COUNTY	192	41192700	280204
MICHIGAN	MONROE COUNTY	1801	289562500	1655055
MICHIGAN	ST. CLAIR COUNTY	1552	301535800	1232803
MICHIGAN	CRAWFORD COUNTY	21	3337700	21566
MICHIGAN	VAN BUREN COUNTY	95	20051700	108960
MICHIGAN	LAKE COUNTY	21	3566000	14453
MICHIGAN	DELTA COUNTY	47	6237600	30858
MICHIGAN	KENT COUNTY	850	163865100	1037791
MICHIGAN	BAY COUNTY	1154	167159900	1045594
MICHIGAN	OSCEOLA COUNTY	50	6017000	41710
MICHIGAN	BERRIEN COUNTY	360	77973600	242089
MICHIGAN	DODGE COUNTY	1	105000	288
MICHIGAN	WAYNE COUNTY	3574	608328700	3266529
MICHIGAN	CASS COUNTY	54	10909600	45935
MICHIGAN	CLINTON COUNTY	681	152002900	1216913
MICHIGAN	LIVINGSTON COUNTY	290	64537500	330382
MICHIGAN	MASON COUNTY	44	12321500	77528
MICHIGAN	ST. JOSEPH COUNTY	89	14078100	130241
MICHIGAN	DICKINSON COUNTY	21	3317100	13728
MICHIGAN	EMMET COUNTY	14	3990000	9725
MICHIGAN	OTTAWA COUNTY	485	104661400	425801
MICHIGAN	ALCONA	1	250000	536
MICHIGAN	ALCONA COUNTY	33	5223400	24780
MICHIGAN	ALGER COUNTY	13	2344100	11689
MICHIGAN	ALLEGAN COUNTY	185	39106200	125042
MICHIGAN	ALPENA COUNTY	86	15923000	75438
MICHIGAN	ANTRIM COUNTY	29	7856000	18010
MICHIGAN	ARENAC COUNTY	197	25624100	160778
MICHIGAN	BARAGA COUNTY	5	423400	5711
MICHIGAN	BARRY COUNTY	228	35343200	270556
MICHIGAN	BENZIE COUNTY	44	9572900	65786
MICHIGAN	BRANCH COUNTY	106	15382500	140701
MICHIGAN	CHARLEVOIX COUNTY	42	7028900	14592
MICHIGAN	CHEBOYGAN COUNTY	62	11063700	66857
MICHIGAN	CHIPPEWA COUNTY	85	17961300	89757
MICHIGAN	CLARE COUNTY	25	3445400	22803
MICHIGAN	EATON COUNTY	240	46973200	218908
MICHIGAN	EMMET	8	780000	5692
MICHIGAN	GENESEE COUNTY	452	99308500	428463
MICHIGAN	GLADWIN COUNTY	18	2078600	15879
MICHIGAN	GOGEBIC COUNTY	9	1352500	5203
MICHIGAN	GRAND TRAVERSE COUNTY	70	18430900	52415
MICHIGAN	GRATIOT	19	5077300	22022
MICHIGAN	GRATIOT COUNTY	78	10041400	80762
MICHIGAN	HILLSDALE COUNTY	42	4376200	40265
MICHIGAN	HOUGHTON COUNTY	9	1209800	6013
MICHIGAN	HURON COUNTY	208	29515000	208169
MICHIGAN	INGHAM COUNTY	426	92507100	496417
MICHIGAN	IONIA COUNTY	132	18588200	118408
MICHIGAN	IOSCO COUNTY	224	31058600	152038
MICHIGAN	ISABELLA COUNTY	121	22479700	90791
MICHIGAN	KALAMAZOO	24	7063400	14729
MICHIGAN	KALAMAZOO COUNTY	218	55576800	311602
MICHIGAN	KALKASKA COUNTY	6	253400	2971
MICHIGAN	LAPEER COUNTY	71	14552800	72571
MICHIGAN	LEELANAU COUNTY	68	17734600	78658
MICHIGAN	LENAWEE COUNTY	71	11582300	90580
MICHIGAN	MACKINAC COUNTY	50	9245200	50151
MICHIGAN	MACOMB COUNTY	1820	362584900	1725596
MICHIGAN	MANISTEE COUNTY	38	6791000	43240
MICHIGAN	MARQUETTE COUNTY	40	8578100	28014
MICHIGAN	MECOSTA COUNTY	65	11277900	38902
MICHIGAN	MENOMINEE COUNTY	94	16845800	63755
MICHIGAN	MIDLAND COUNTY	50	7655400	56371
MICHIGAN	MONTCALM COUNTY	14	2661000	15539
MICHIGAN	MUSKEGON COUNTY	233	40314000	146140
MICHIGAN	NEWAYGO COUNTY	103	18284500	107224
MICHIGAN	NICOLLET COUNTY	9	1845200	7458
MICHIGAN	OAKLAND COUNTY	1392	327542500	1224808
MICHIGAN	OCEANA COUNTY	84	15491300	50554
MICHIGAN	ONTONAGON COUNTY	18	2383000	17232
MICHIGAN	ROSCOMMON COUNTY	8	1559500	2911
MICHIGAN	SAGINAW COUNTY	1343	145953400	1183630
MICHIGAN	SANILAC COUNTY	31	7235300	20306
MICHIGAN	SCHOOLCRAFT COUNTY	1	41500	448
MICHIGAN	SHIAWASSEE COUNTY	253	30581500	302509
MICHIGAN	TUSCOLA COUNTY	160	18043400	136494
MICHIGAN	WASHTENAW COUNTY	571	137405900	563957
MICHIGAN	WEXFORD COUNTY	30	5779100	26559
MINNESOTA	CLAY COUNTY	541	158269000	317570
MINNESOTA	HOUSTON COUNTY	82	19208200	106757
MINNESOTA	JACKSON COUNTY	21	2553100	19578
MINNESOTA	MARSHALL COUNTY	58	6937700	52916
MINNESOTA	WASHINGTON COUNTY	399	113541800	463896
MINNESOTA	BENTON COUNTY	207	42094300	175742
MINNESOTA	LINCOLN COUNTY	13	2341800	11756
MINNESOTA	POLK COUNTY	219	47540800	206574
MINNESOTA	POPE COUNTY	3	746700	2195
MINNESOTA	SCOTT COUNTY	257	62288400	361820
MINNESOTA	LAKE COUNTY	13	2438500	7473
MINNESOTA	DOUGLAS COUNTY	12	2311700	6485
MINNESOTA	COOK COUNTY	16	4617000	9100
MINNESOTA	DODGE COUNTY	37	10352600	32135
MINNESOTA	MURRAY COUNTY	20	3603900	25631
MINNESOTA	CLEARWATER COUNTY	3	560000	944
MINNESOTA	BROWN COUNTY	58	13492300	44892
MINNESOTA	CASS COUNTY	20	4965800	7249
MINNESOTA	LYON COUNTY	49	11453200	37074
MINNESOTA	WRIGHT COUNTY	193	41202200	229367
MINNESOTA	RICE COUNTY	80	15920800	64646
MINNESOTA	TODD COUNTY	49	8048600	32308
MINNESOTA	CHIPPEWA COUNTY	45	14445500	50396
MINNESOTA	NICOLLET COUNTY	46	12245900	25406
MINNESOTA	AITKIN COUNTY	176	34714600	176459
MINNESOTA	ANOKA COUNTY	423	116541400	314864
MINNESOTA	BECKER COUNTY	8	2089700	5963
MINNESOTA	BELTRAMI COUNTY	9	1862000	2814
MINNESOTA	BIG STONE COUNTY	42	5989100	35011
MINNESOTA	BLUE EARTH COUNTY	95	24648000	61572
MINNESOTA	CARLTON COUNTY	60	13784900	47588
MINNESOTA	CARVER COUNTY	136	29707400	112420
MINNESOTA	CHISAGO COUNTY	58	14148800	40239
MINNESOTA	COTTONWOOD COUNTY	64	8528300	64382
MINNESOTA	CROW WING COUNTY	71	14759100	71075
MINNESOTA	DAKOTA COUNTY	345	102307100	349745
MINNESOTA	FARIBAULT COUNTY	12	1314500	8533
MINNESOTA	FILLMORE COUNTY	159	36058300	157103
MINNESOTA	FREEBORN COUNTY	29	6155900	19747
MINNESOTA	GOODHUE COUNTY	165	32079500	126819
MINNESOTA	HENNEPIN COUNTY	1452	413968800	1189444
MINNESOTA	HUBBARD COUNTY	9	1687000	2628
MINNESOTA	ISANTI COUNTY	73	15602400	86911
MINNESOTA	ITASCA COUNTY	55	12518600	43919
MINNESOTA	KANABEC COUNTY	23	4452200	22305
MINNESOTA	KANDIYOHI COUNTY	17	4282000	6786
MINNESOTA	KITTSON COUNTY	35	5941600	35553
MINNESOTA	KOOCHICHING COUNTY	37	5303600	30007
MINNESOTA	LAC QUI PARLE COUNTY	8	1078000	4703
MINNESOTA	LAKE OF THE WOODS CO	2	680000	2419
MINNESOTA	LAKE OF THE WOODS COUNTY	46	5211700	33235
MINNESOTA	LE SUEUR COUNTY	103	22674200	117690
MINNESOTA	MAHNOMEN COUNTY	9	2249000	4066
MINNESOTA	MCLEOD COUNTY	57	16376200	38807
MINNESOTA	MEEKER COUNTY	47	12394000	47835
MINNESOTA	MILLE LACS COUNTY	119	24639400	70067
MINNESOTA	MORRISON COUNTY	62	11123300	46142
MINNESOTA	MOWER COUNTY	160	35827100	168598
MINNESOTA	NOBLES COUNTY	134	13848300	140730
MINNESOTA	NORMAN COUNTY	124	22447800	87479
MINNESOTA	OLMSTED COUNTY	252	63512600	130135
MINNESOTA	OTTER TAIL COUNTY	34	8887000	16050
MINNESOTA	PENNINGTON COUNTY	24	5620800	14165
MINNESOTA	PINE COUNTY	159	28499100	111091
MINNESOTA	PIPESTONE COUNTY	19	2246500	17054
MINNESOTA	RAMSEY COUNTY	359	98960400	251723
MINNESOTA	RED LAKE COUNTY	1	46000	1118
MINNESOTA	REDWOOD COUNTY	5	1228500	3202
MINNESOTA	RENVILLE COUNTY	7	1920000	4754
MINNESOTA	ROCK COUNTY	21	3284500	24019
MINNESOTA	ROSEAU COUNTY	374	47980000	353727
MINNESOTA	SHERBURNE COUNTY	150	32667100	123636
MINNESOTA	SIBLEY COUNTY	9	2212000	4738
MINNESOTA	ST. LOUIS COUNTY	332	62322600	309693
MINNESOTA	STEARNS COUNTY	192	40249800	166285
MINNESOTA	STEELE COUNTY	118	30600300	163405
MINNESOTA	STEVENS COUNTY	7	1145700	10015
MINNESOTA	SWIFT COUNTY	21	4858400	18490
MINNESOTA	TRAVERSE COUNTY	36	3852300	31284
MINNESOTA	WABASHA COUNTY	98	18163200	95840
MINNESOTA	WADENA COUNTY	19	3371600	16587
MINNESOTA	WASECA COUNTY	16	3180000	5216
MINNESOTA	WATONWAN COUNTY	11	2541100	10636
MINNESOTA	WILKIN COUNTY	101	20708900	66875
MINNESOTA	WINONA COUNTY	261	62924300	288945
MINNESOTA	YELLOW MEDICINE COUNTY	20	4041100	19465
MISSISSIPPI	CALHOUN COUNTY	55	7439600	41236
MISSISSIPPI	CHOCTAW COUNTY	13	1677200	8694
MISSISSIPPI	CLARKE COUNTY	112	17257800	88401
MISSISSIPPI	CLAY COUNTY	214	38162200	132386
MISSISSIPPI	COVINGTON COUNTY	72	10591000	55345
MISSISSIPPI	FRANKLIN COUNTY	11	1024400	8576
MISSISSIPPI	GREENE COUNTY	63	6899100	42959
MISSISSIPPI	JACKSON COUNTY	16021	4024664900	8979578
MISSISSIPPI	JEFFERSON COUNTY	6	1680000	3644
MISSISSIPPI	LAMAR COUNTY	308	76489200	228433
MISSISSIPPI	LAUDERDALE COUNTY	558	112079400	434500
MISSISSIPPI	LAWRENCE COUNTY	62	10370400	58039
MISSISSIPPI	LEE COUNTY	497	115957400	424667
MISSISSIPPI	LOWNDES COUNTY	1127	187151700	948679
MISSISSIPPI	MADISON COUNTY	1051	264920100	693764
MISSISSIPPI	MARION COUNTY	294	50057700	257082
MISSISSIPPI	MARSHALL COUNTY	37	7651200	28165
MISSISSIPPI	MONROE COUNTY	314	44068200	188528
MISSISSIPPI	MONTGOMERY COUNTY	13	2030900	7920
MISSISSIPPI	PIKE COUNTY	125	28572300	124007
MISSISSIPPI	WASHINGTON COUNTY	2057	350015400	1568119
MISSISSIPPI	WINSTON COUNTY	38	4753900	18503
MISSISSIPPI	BENTON COUNTY	5	948500	4466
MISSISSIPPI	CARROLL COUNTY	22	3289400	12797
MISSISSIPPI	LAFAYETTE COUNTY	296	82265100	139834
MISSISSIPPI	LINCOLN COUNTY	65	13314300	55081
MISSISSIPPI	NEWTON COUNTY	20	4219900	11162
MISSISSIPPI	PERRY COUNTY	86	10695900	62460
MISSISSIPPI	SCOTT COUNTY	86	12959300	67912
MISSISSIPPI	STONE COUNTY	40	8454100	23447
MISSISSIPPI	UNION COUNTY	22	6366400	34083
MISSISSIPPI	ADAMS COUNTY	74	16544600	72487
MISSISSIPPI	HOLMES COUNTY	59	17163900	100753
MISSISSIPPI	HANCOCK COUNTY	8046	2177857300	4622753
MISSISSIPPI	JASPER COUNTY	28	5553900	31529
MISSISSIPPI	JONES COUNTY	339	49109300	281053
MISSISSIPPI	QUITMAN COUNTY	153	19480700	86838
MISSISSIPPI	WARREN COUNTY	466	86519500	400906
MISSISSIPPI	WAYNE COUNTY	62	9154700	47938
MISSISSIPPI	WILKINSON COUNTY	89	13477700	66334
MISSISSIPPI	HARRISON COUNTY	16929	4598684700	10035194
MISSISSIPPI	CHICKASAW COUNTY	16	1767300	11498
MISSISSIPPI	SIMPSON COUNTY	127	18658200	102039
MISSISSIPPI	ALCORN COUNTY	98	33402400	94957
MISSISSIPPI	AMITE	3	673000	5450
MISSISSIPPI	AMITE COUNTY	18	3582100	7615
MISSISSIPPI	ATTALA COUNTY	40	7862300	30348
MISSISSIPPI	BOLIVAR COUNTY	620	135891500	385956
MISSISSIPPI	CLAIBORNE COUNTY	39	3500900	19007
MISSISSIPPI	COAHOMA COUNTY	227	47205100	155883
MISSISSIPPI	COPIAH COUNTY	53	9994100	40676
MISSISSIPPI	DE SOTO COUNTY	874	220184600	734106
MISSISSIPPI	FORREST COUNTY	909	160697300	731077
MISSISSIPPI	GEORGE COUNTY	117	16836000	86551
MISSISSIPPI	GRENADA COUNTY	281	42954900	166711
MISSISSIPPI	HINDS COUNTY	4744	970265400	4822792
MISSISSIPPI	HUMPHREYS COUNTY	152	29331200	102150
MISSISSIPPI	ISSAQUENA COUNTY	166	25792300	140487
MISSISSIPPI	ITAWAMBA COUNTY	35	8137700	35392
MISSISSIPPI	JEFFERSON DAVIS COUNTY	4	630000	2001
MISSISSIPPI	KEMPER COUNTY	6	600700	6568
MISSISSIPPI	LEAKE COUNTY	35	4912700	27146
MISSISSIPPI	LEFLORE COUNTY	724	124728200	390011
MISSISSIPPI	NESHOBA COUNTY	70	15884100	52571
MISSISSIPPI	NOXUBEE COUNTY	11	1724000	11721
MISSISSIPPI	OKTIBBEHA COUNTY	467	83990700	239434
MISSISSIPPI	PANOLA COUNTY	110	16206700	76936
MISSISSIPPI	PEARL RIVER COUNTY	977	208642400	579624
MISSISSIPPI	PONTOTOC COUNTY	15	3593000	19033
MISSISSIPPI	PRENTISS COUNTY	12	2607500	24087
MISSISSIPPI	RANKIN COUNTY	1955	518183500	1756736
MISSISSIPPI	SHARKEY COUNTY	263	49100000	157018
MISSISSIPPI	SMITH COUNTY	26	5983800	26501
MISSISSIPPI	SUNFLOWER COUNTY	206	41660600	144610
MISSISSIPPI	TALLAHATCHIE COUNTY	71	8239300	64043
MISSISSIPPI	TATE COUNTY	59	13234300	77462
MISSISSIPPI	TIPPAH COUNTY	13	4311100	18221
MISSISSIPPI	TISHOMINGO COUNTY	29	4938300	22640
MISSISSIPPI	TUNICA COUNTY	134	38839800	182158
MISSISSIPPI	WALTHALL COUNTY	96	16196900	87260
MISSISSIPPI	YALOBUSHA COUNTY	20	2953800	18573
MISSISSIPPI	YAZOO COUNTY	500	87980600	434884
MISSOURI	BUTLER COUNTY	740	89480000	486395
MISSOURI	CLAY COUNTY	1493	409844000	1877815
MISSOURI	DALLAS COUNTY	11	2291400	4937
MISSOURI	FRANKLIN COUNTY	414	70219900	441010
MISSOURI	GREENE COUNTY	355	93113400	325114
MISSOURI	HENRY COUNTY	17	2888800	14409
MISSOURI	JACKSON COUNTY	191	43465300	130520
MISSOURI	JEFFERSON COUNTY	1092	186143000	1301537
MISSOURI	LAWRENCE COUNTY	71	9287400	50595
MISSOURI	MACON COUNTY	1	47200	653
MISSOURI	MADISON COUNTY	49	5547100	37299
MISSOURI	MARION COUNTY	183	33097900	189936
MISSOURI	MONTGOMERY COUNTY	11	2379900	7083
MISSOURI	MORGAN COUNTY	114	19383300	81897
MISSOURI	PIKE COUNTY	132	12296500	119119
MISSOURI	RANDOLPH COUNTY	21	3743700	19771
MISSOURI	SHELBY COUNTY	6	492500	4109
MISSOURI	WASHINGTON COUNTY	30	3660500	30272
MISSOURI	BENTON COUNTY	49	7324100	38944
MISSOURI	BOONE COUNTY	243	51288300	171910
MISSOURI	CARROLL COUNTY	70	10465100	101956
MISSOURI	CLARK COUNTY	92	17465900	192611
MISSOURI	CRAWFORD COUNTY	81	11179400	87171
MISSOURI	HOWARD COUNTY	26	1750000	11859
MISSOURI	JOHNSON COUNTY	87	18230200	46035
MISSOURI	LAFAYETTE COUNTY	6	1690000	2685
MISSOURI	LINCOLN COUNTY	360	41049000	279798
MISSOURI	MILLER COUNTY	26	4074600	20948
MISSOURI	MISSISSIPPI COUNTY	360	54808300	173708
MISSOURI	NEWTON COUNTY	263	34186800	240681
MISSOURI	PERRY COUNTY	85	8104700	71521
MISSOURI	POLK COUNTY	18	2501000	21674
MISSOURI	PULASKI COUNTY	142	25540900	129875
MISSOURI	SALINE COUNTY	18	2385800	16126
MISSOURI	SCOTT COUNTY	658	97290500	359204
MISSOURI	STONE COUNTY	88	17170500	91859
MISSOURI	DOUGLAS COUNTY	2	80000	1368
MISSOURI	PUTNAM COUNTY	1	20600	322
MISSOURI	CAMDEN COUNTY	772	148386500	393003
MISSOURI	DADE COUNTY	3	770000	1184
MISSOURI	DEKALB COUNTY	2	194000	2365
MISSOURI	JASPER COUNTY	300	58127000	236102
MISSOURI	WARREN COUNTY	77	16572600	97856
MISSOURI	WAYNE COUNTY	179	19052800	145547
MISSOURI	LEWIS COUNTY	128	32495100	85902
MISSOURI	CASS COUNTY	150	30306500	123674
MISSOURI	CHRISTIAN COUNTY	154	35516700	117403
MISSOURI	CLINTON COUNTY	27	4678700	14948
MISSOURI	GRUNDY COUNTY	9	1353800	9839
MISSOURI	KNOX COUNTY	1	37200	440
MISSOURI	LIVINGSTON COUNTY	21	2407400	19304
MISSOURI	DAVIESS COUNTY	2	132000	865
MISSOURI	HARRISON COUNTY	4	1830000	6806
MISSOURI	RIPLEY COUNTY	98	15879300	103417
MISSOURI	SULLIVAN COUNTY	2	318000	6255
MISSOURI	BUCHANAN COUNTY	356	70029000	381328
MISSOURI	CEDAR COUNTY	4	522200	2023
MISSOURI	LINN COUNTY	13	2882800	7136
