state	county	total_loss	closed_loss	open_loss	cwop_loss	total_pay
KANSAS	SUMNER COUNTY	162	130	0	32	2525182.97
KANSAS	WABAUNSEE COUNTY	3	3	0	0	13060.18
KANSAS	WILSON COUNTY	58	54	0	4	1057845.57
KANSAS	WYANDOTTE COUNTY	404	333	0	71	9963954.78
KENTUCKY	BUTLER COUNTY	41	35	0	6	401201.38
KENTUCKY	FRANKLIN COUNTY	1345	1146	1	198	17443390.39
KENTUCKY	HENRY COUNTY	24	22	0	2	359426.94
KENTUCKY	JACKSON COUNTY	17	15	0	2	88013.22
KENTUCKY	JEFFERSON COUNTY	4975	4019	3	953	70929251.51
KENTUCKY	LAWRENCE COUNTY	25	19	1	5	398683.84
KENTUCKY	LEE COUNTY	11	7	0	4	70813.68
KENTUCKY	MADISON COUNTY	83	69	0	14	1511226.25
KENTUCKY	MARION COUNTY	21	17	0	4	309122.86
KENTUCKY	MARSHALL COUNTY	64	55	0	9	1038680.25
KENTUCKY	MONTGOMERY COUNTY	59	51	0	8	1488816.99
KENTUCKY	MORGAN COUNTY	17	12	0	5	124410.73
KENTUCKY	RUSSELL COUNTY	1	1	0	0	6807.14
KENTUCKY	SHELBY COUNTY	12	7	0	5	53629.66
KENTUCKY	WASHINGTON COUNTY	21	20	0	1	569181.5
KENTUCKY	BOONE COUNTY	34	26	0	8	320450.08
KENTUCKY	CARROLL COUNTY	34	28	0	6	518786.91
KENTUCKY	CLARK COUNTY	233	216	0	17	3027784.63
KENTUCKY	CLAY COUNTY	45	35	0	10	243417.98
KENTUCKY	CRITTENDEN COUNTY	13	11	0	2	277474.21
KENTUCKY	FULTON COUNTY	17	14	0	3	290814.13
KENTUCKY	JOHNSON COUNTY	215	162	1	52	2765929.98
KENTUCKY	LINCOLN COUNTY	29	27	0	2	339965.6
KENTUCKY	LOGAN COUNTY	27	18	0	9	240194.26
KENTUCKY	PERRY COUNTY	515	437	0	78	5035953.41
KENTUCKY	PIKE COUNTY	2362	2038	4	320	37183970.81
KENTUCKY	PULASKI COUNTY	16	15	0	1	430168.66
KENTUCKY	SCOTT COUNTY	62	50	0	12	1508149.77
KENTUCKY	UNION COUNTY	15	10	0	5	286664.61
KENTUCKY	MARTIN COUNTY	529	442	0	87	5451063.72
KENTUCKY	TAYLOR COUNTY	7	6	0	1	139051.42
KENTUCKY	FAYETTE COUNTY	392	317	1	74	4278047.3
KENTUCKY	FLOYD COUNTY	2308	1991	7	310	23480391.99
KENTUCKY	HART COUNTY	5	5	0	0	157816.68
KENTUCKY	CHRISTIAN COUNTY	876	768	0	108	16992397.69
KENTUCKY	CUMBERLAND COUNTY	1	1	0	0	109090.76
KENTUCKY	GALLATIN COUNTY	9	6	0	3	68899.56
KENTUCKY	HANCOCK COUNTY	4	2	0	2	26668.45
KENTUCKY	HARDIN COUNTY	340	275	7	58	4603241.98
KENTUCKY	HENDERSON COUNTY	301	255	0	46	3961146.62
KENTUCKY	KNOX COUNTY	109	82	0	27	617644.8
KENTUCKY	LIVINGSTON COUNTY	15	13	0	2	226657.33
KENTUCKY	MASON COUNTY	11	10	0	1	108478.64
KENTUCKY	MCLEAN COUNTY	108	90	0	18	853857.2
KENTUCKY	MERCER COUNTY	159	150	0	9	3524150.64
KENTUCKY	WARREN COUNTY	96	81	0	15	939203.84
KENTUCKY	WOODFORD COUNTY	390	363	1	26	6956332.7
KENTUCKY	ALLEN COUNTY	15	13	2	0	385929.89
KENTUCKY	DAVIESS COUNTY	259	197	0	62	2069393.85
KENTUCKY	HARRISON COUNTY	129	123	0	6	3176328.45
KENTUCKY	OHIO COUNTY	12	6	0	6	36429.86
KENTUCKY	OWEN COUNTY	57	55	0	2	759656.67
KENTUCKY	SPENCER COUNTY	45	42	0	3	634393.23
KENTUCKY	WHITLEY COUNTY	17	10	0	7	86922.01
KENTUCKY	WEBSTER COUNTY	5	4	0	1	141231.27
KENTUCKY	ANDERSON COUNTY	49	39	0	10	559648.19
KENTUCKY	BOURBON COUNTY	376	351	0	25	6214099.89
KENTUCKY	ADAIR COUNTY	1	1	0	0	37185.79
KENTUCKY	BALLARD COUNTY	42	38	0	4	523422.67
KENTUCKY	BARREN COUNTY	17	11	0	6	19822.34
KENTUCKY	BATH COUNTY	70	63	0	7	1013418.77
KENTUCKY	BELL COUNTY	527	415	0	112	6231902.59
KENTUCKY	BOYD COUNTY	421	367	6	48	5362044.22
KENTUCKY	BOYLE COUNTY	8	8	0	0	26743.39
KENTUCKY	BRACKEN COUNTY	103	97	0	6	1881864.07
KENTUCKY	BREATHITT COUNTY	97	86	0	11	1703265.54
KENTUCKY	BRECKINRIDGE COUNTY	23	18	0	5	247142.85
KENTUCKY	BULLITT COUNTY	255	216	0	39	3580180.8
KENTUCKY	CALDWELL COUNTY	10	9	0	1	218608.06
KENTUCKY	CALLOWAY COUNTY	22	17	1	4	487641.1
KENTUCKY	CAMPBELL COUNTY	397	327	0	70	3991864.52
KENTUCKY	CARLISLE COUNTY	2	1	0	1	2507.02
KENTUCKY	CARTER COUNTY	429	364	16	49	8440996.74
KENTUCKY	CASEY COUNTY	13	12	0	1	1873577.66
KENTUCKY	ELLIOTT COUNTY	1	1	0	0	10003.65
KENTUCKY	ESTILL COUNTY	5	3	0	2	40700.33
KENTUCKY	FLEMING COUNTY	45	40	0	5	757464.03
KENTUCKY	GARRARD COUNTY	9	8	0	1	192719.29
KENTUCKY	GRAVES COUNTY	51	49	0	2	862645.02
KENTUCKY	GRAYSON COUNTY	2	0	0	2	0
KENTUCKY	GREENUP COUNTY	567	480	0	87	6355938.44
KENTUCKY	HARLAN COUNTY	471	357	0	114	2329038.32
KENTUCKY	HICKMAN COUNTY	13	8	0	5	6151.6
KENTUCKY	HOPKINS COUNTY	54	44	0	10	405392.76
KENTUCKY	JESSAMINE COUNTY	157	147	0	10	2943724.58
KENTUCKY	KENTON COUNTY	218	184	0	34	1635574.77
KENTUCKY	KNOTT COUNTY	99	91	0	8	831495.23
KENTUCKY	LARUE COUNTY	21	20	0	1	203045.28
KENTUCKY	LAUREL COUNTY	6	3	0	3	33501.18
KENTUCKY	LESLIE COUNTY	45	39	0	6	330233.77
KENTUCKY	LETCHER COUNTY	52	37	0	15	344787.18
KENTUCKY	LEWIS COUNTY	111	96	0	15	1968440.18
KENTUCKY	MAGOFFIN COUNTY	228	194	2	32	2145100.22
KENTUCKY	MCCRACKEN COUNTY	230	198	1	31	4770931.56
KENTUCKY	MEADE COUNTY	7	5	0	2	192032.4
KENTUCKY	METCALFE COUNTY	9	6	0	3	22716.47
KENTUCKY	MUHLENBERG COUNTY	5	3	0	2	122579.84
KENTUCKY	NELSON COUNTY	86	75	0	11	1915579.26
KENTUCKY	NICHOLAS COUNTY	40	36	0	4	440758.53
KENTUCKY	OLDHAM COUNTY	657	578	2	77	11219770.72
KENTUCKY	OWSLEY COUNTY	3	0	0	3	0
KENTUCKY	PENDLETON COUNTY	156	150	0	6	4821026.58
KENTUCKY	POWELL COUNTY	83	74	0	9	874660.46
KENTUCKY	ROCKCASTLE COUNTY	8	7	0	1	201013.79
KENTUCKY	ROWAN COUNTY	265	230	8	27	4510747.01
KENTUCKY	SIMPSON COUNTY	23	17	0	6	552074.63
KENTUCKY	TODD COUNTY	5	5	0	0	91632.27
KENTUCKY	TRIGG COUNTY	1	0	0	1	0
KENTUCKY	TRIMBLE COUNTY	35	25	0	10	309211.47
LOUISIANA	ACADIA PARISH	1605	1258	11	336	37197889.47
LOUISIANA	ALLEN PARISH	422	345	1	76	4778683.72
LOUISIANA	ASCENSION PARISH	6585	5661	73	851	330473061.71
LOUISIANA	ASSUMPTION PARISH	975	780	3	192	4320014.69
LOUISIANA	AVOYELLES PARISH	1899	1610	5	284	11665527.21
LOUISIANA	BEAUREGARD PARISH	536	472	0	64	6665332.9
LOUISIANA	BIENVILLE PARISH	23	23	0	0	331075.71
LOUISIANA	BOSSIER PARISH	2889	2278	6	605	50148604.19
LOUISIANA	CADDO PARISH	422	361	1	60	13416693.03
LOUISIANA	CALCASIEU PARISH	6447	4990	45	1412	149137692.43
LOUISIANA	CALDWELL PARISH	562	482	2	78	5497181.73
LOUISIANA	CAMERON PARISH	3074	2798	2	274	174034038.19
LOUISIANA	CATAHOULA PARISH	2775	2349	0	426	19079847.68
LOUISIANA	CLAIBORNE PARISH	67	45	1	21	1647630.64
LOUISIANA	CONCORDIA PARISH	1670	1431	2	237	14556385.13
LOUISIANA	DE SOTO PARISH	37	32	0	5	734742.87
LOUISIANA	EAST BATON ROUGE PARISH	19828	17184	132	2512	1139972465.66
LOUISIANA	EAST CARROLL PARISH	155	121	0	34	2072750.9
LOUISIANA	EAST FELICIANA PARISH	74	64	0	10	2238850.54
LOUISIANA	EVANGELINE PARISH	207	148	11	48	4321403.16
LOUISIANA	FRANKLIN PARISH	288	254	0	34	4700380.51
LOUISIANA	GRANT PARISH	500	434	1	65	5004288.99
LOUISIANA	IBERIA PARISH	3063	2664	5	394	93598456.62
LOUISIANA	IBERVILLE PARISH	534	446	0	88	7136299.67
LOUISIANA	JACKSON PARISH	2	2	0	0	24271.3
LOUISIANA	JEFFERSON DAVIS PARISH	340	239	4	97	6533770.69
LOUISIANA	JEFFERSON PARISH	128994	96622	34	32338	3408188880.28
LOUISIANA	LA SALLE PARISH	835	734	0	101	6726231
LOUISIANA	LAFAYETTE PARISH	5642	4836	56	750	226321058.37
LOUISIANA	LAFOURCHE PARISH	5306	3901	6	1399	66660643.39
LOUISIANA	LINCOLN PARISH	21	15	0	6	246757.11
LOUISIANA	LIVINGSTON PARISH	14357	12727	104	1526	798422523.66
LOUISIANA	MADISON PARISH	283	208	0	75	3206881.96
LOUISIANA	MOREHOUSE PARISH	199	175	0	24	6163934.74
LOUISIANA	NATCHITOCHES PARISH	537	437	3	97	9792519.74
LOUISIANA	ORLEANS PARISH	123166	102290	22	20854	7216611548.9
LOUISIANA	OUACHITA PARISH	6659	5631	16	1012	154553126.44
LOUISIANA	PLAQUEMINES PARISH	5702	4624	9	1069	361518278.48
LOUISIANA	POINTE COUPEE PARISH	2992	2680	10	302	28638448.07
LOUISIANA	RAPIDES PARISH	2940	2543	13	384	45190836.38
LOUISIANA	RED RIVER PARISH	10	9	0	1	236200.27
LOUISIANA	RICHLAND PARISH	376	327	3	46	9064667.95
LOUISIANA	SABINE PARISH	24	15	0	9	336873.22
LOUISIANA	ST. BERNARD PARISH	23616	21732	1	1883	2238823654.83
LOUISIANA	ST. CHARLES PARISH	5947	4119	6	1822	100772101.73
LOUISIANA	ST. HELENA PARISH	49	37	0	12	2276359
LOUISIANA	ST. JAMES PARISH	245	201	0	44	6085921.92
LOUISIANA	ST. JOHN THE BAPTIST PARISH	4929	3988	18	923	264019312.91
LOUISIANA	ST. LANDRY PARISH	713	579	1	133	15009929.47
LOUISIANA	ST. MARTIN PARISH	1304	1077	9	218	18290614.19
LOUISIANA	ST. MARY PARISH	2336	1785	14	537	31264264.56
LOUISIANA	ST. TAMMANY PARISH	34822	27116	26	7680	1678746947.49
LOUISIANA	TANGIPAHOA PARISH	3138	2553	14	571	119391655.1
LOUISIANA	TENSAS PARISH	283	246	0	37	3596916.47
LOUISIANA	TERREBONNE PARISH	13079	11161	11	1907	317992634.33
LOUISIANA	UNION PARISH	375	326	1	48	8831502.51
LOUISIANA	VERMILION PARISH	4214	3690	12	512	170030756.95
LOUISIANA	VERNON PARISH	235	193	3	39	7001368.79
LOUISIANA	WASHINGTON PARISH	629	511	2	116	13188899.48
LOUISIANA	WEBSTER PARISH	222	199	1	22	7276896.53
LOUISIANA	WEST BATON ROUGE PARISH	171	122	0	49	2135756.06
LOUISIANA	WEST CARROLL PARISH	43	39	0	4	1422946.91
LOUISIANA	WEST FELICIANA PARISH	637	554	1	82	4855050.59
LOUISIANA	WINN PARISH	135	123	0	12	2292724.21
MAINE	FRANKLIN COUNTY	66	52	0	14	483051.16
MAINE	WASHINGTON COUNTY	19	6	0	13	32088.58
MAINE	LINCOLN COUNTY	95	63	0	32	606026.16
MAINE	CUMBERLAND COUNTY	409	241	1	167	3122740.75
MAINE	HANCOCK COUNTY	63	31	0	32	214757.66
MAINE	KNOX COUNTY	54	29	0	25	272149.81
MAINE	ANDROSCOGGIN COUNTY	125	91	0	34	783636.02
MAINE	AROOSTOOK COUNTY	361	305	0	56	4392730.34
MAINE	KENNEBEC COUNTY	388	300	0	88	4832515.68
MAINE	OXFORD COUNTY	319	237	1	81	3204956.82
MAINE	PENOBSCOT COUNTY	241	177	0	64	1728909.94
MAINE	PISCATAQUIS COUNTY	88	76	0	12	1877931.86
MAINE	SAGADAHOC COUNTY	75	46	0	29	753593.34
MAINE	SOMERSET COUNTY	107	76	0	31	751199.34
MAINE	WALDO COUNTY	61	44	0	17	530214.64
MAINE	YORK COUNTY	2116	1562	0	554	19121086.45
MARYLAND	MONTGOMERY COUNTY	564	342	0	222	2713835.22
MARYLAND	WASHINGTON COUNTY	404	337	0	67	4208168.99
MARYLAND	CARROLL COUNTY	124	87	0	37	914552.7
MARYLAND	HOWARD COUNTY	259	168	0	91	7439923.81
MARYLAND	KENT COUNTY	335	267	0	68	8206350.71
MARYLAND	TALBOT COUNTY	611	478	0	133	11814177.51
MARYLAND	SOMERSET COUNTY	1109	854	2	253	12796978.63
MARYLAND	ALLEGANY COUNTY	326	224	1	101	3344627.91
MARYLAND	ANNE ARUNDEL COUNTY	2468	1798	1	669	48132897.7
MARYLAND	BALTIMORE COUNTY	3073	2331	1	741	66309193.45
MARYLAND	CALVERT COUNTY	479	373	0	106	8658306.81
MARYLAND	CAROLINE COUNTY	74	49	0	25	1277136.76
MARYLAND	CECIL COUNTY	635	515	0	120	11529039.11
MARYLAND	CHARLES COUNTY	285	203	0	82	5732276.07
MARYLAND	DORCHESTER COUNTY	931	776	0	155	16901456.13
MARYLAND	FREDERICK COUNTY	203	154	0	49	1530041.44
MARYLAND	GARRETT COUNTY	113	88	1	24	954363.25
MARYLAND	HARFORD COUNTY	317	193	0	124	2989207.5
MARYLAND	INDEPENDENT CITY	921	666	1	254	24689420.09
MARYLAND	PRINCE GEORGES COUNTY	700	393	0	307	4277545.22
MARYLAND	QUEEN ANNES COUNTY	969	714	0	255	13926779.09
MARYLAND	ST. MARYS COUNTY	532	396	1	135	10252016.02
MARYLAND	WICOMICO COUNTY	210	159	0	51	4981527.81
MARYLAND	WORCESTER COUNTY	2515	1694	0	821	19435620.3
MARYLAND	WORCHESTER COUNTY	10	10	0	0	87537.03
MASSACHUSETTS	FRANKLIN COUNTY	101	80	0	21	3759871.18
MASSACHUSETTS	MIDDLESEX COUNTY	3369	2647	2	720	32266250.4
MASSACHUSETTS	PLYMOUTH COUNTY	10569	8909	2	1658	134811535.95
MASSACHUSETTS	WORCESTER COUNTY	681	504	0	177	9512239.01
MASSACHUSETTS	BARNSTABLE COUNTY	2743	1935	3	805	29532000.97
MASSACHUSETTS	BERKSHIRE COUNTY	387	263	0	124	3057651.16
MASSACHUSETTS	BRISTOL COUNTY	1419	1003	0	416	11815723.1
MASSACHUSETTS	DUKES COUNTY	165	122	0	43	1692171.72
MASSACHUSETTS	ESSEX COUNTY	4717	3711	3	1003	73405996.87
MASSACHUSETTS	HAMPDEN COUNTY	245	160	0	85	2364441.96
MASSACHUSETTS	HAMPSHIRE COUNTY	186	148	0	38	1682748.59
MASSACHUSETTS	NANTUCKET COUNTY	542	435	0	107	16741744.53
MASSACHUSETTS	NORFOLK COUNTY	2707	2039	0	668	16700040.98
MASSACHUSETTS	SUFFOLK COUNTY	3977	3265	0	712	21965551.44
MICHIGAN	CALHOUN COUNTY	59	41	1	17	270952.53
MICHIGAN	JACKSON COUNTY	35	17	0	18	156007.49
MICHIGAN	MONROE COUNTY	1538	1205	0	333	6025460.58
MICHIGAN	ST. CLAIR COUNTY	853	582	2	269	2924976.26
MICHIGAN	VAN BUREN COUNTY	25	12	0	13	118604.7
MICHIGAN	LAKE COUNTY	35	29	0	6	458345.04
MICHIGAN	DELTA COUNTY	21	15	0	6	60362.15
MICHIGAN	KENT COUNTY	549	406	0	143	8143856.59
MICHIGAN	BAY COUNTY	724	378	160	186	3509723.61
MICHIGAN	OSCEOLA COUNTY	48	40	0	8	1172466.05
MICHIGAN	BERRIEN COUNTY	270	143	0	127	2657077.21
MICHIGAN	WAYNE COUNTY	2221	1377	1	843	7621490.22
MICHIGAN	CASS COUNTY	7	2	0	5	22221.6
MICHIGAN	CLINTON COUNTY	212	116	0	96	797315.52
MICHIGAN	LIVINGSTON COUNTY	101	67	0	34	831914.91
MICHIGAN	MASON COUNTY	7	5	0	2	28893.08
MICHIGAN	ST. JOSEPH COUNTY	81	58	0	23	641801.8
MICHIGAN	DICKINSON COUNTY	5	4	0	1	12714.6
MICHIGAN	EMMET COUNTY	2	1	0	1	13560.42
MICHIGAN	OTTAWA COUNTY	258	180	0	78	2561165.19
MICHIGAN	ALCONA COUNTY	9	4	0	5	10713.85
MICHIGAN	ALGER COUNTY	5	2	0	3	39012
MICHIGAN	ALLEGAN COUNTY	82	49	0	33	641246.43
MICHIGAN	ALPENA COUNTY	10	4	0	6	15226.69
MICHIGAN	ANTRIM COUNTY	4	1	0	3	920.17
MICHIGAN	ARENAC COUNTY	71	50	0	21	211851.15
MICHIGAN	BARAGA COUNTY	6	3	0	3	14324.6
MICHIGAN	BARRY COUNTY	229	202	0	27	1630570.57
MICHIGAN	BENZIE COUNTY	7	5	0	2	54860.79
MICHIGAN	BRANCH COUNTY	20	18	0	2	275460.65
MICHIGAN	CHARLEVOIX COUNTY	1	1	0	0	37516.64
MICHIGAN	CHEBOYGAN COUNTY	4	1	0	3	5395.86
MICHIGAN	CHIPPEWA COUNTY	5	2	0	3	129588.27
MICHIGAN	CLARE COUNTY	3	2	0	1	24021.37
MICHIGAN	EATON COUNTY	110	82	1	27	520662.45
MICHIGAN	GENESEE COUNTY	415	301	1	113	2191955.17
MICHIGAN	GLADWIN COUNTY	20	18	0	2	326321.18
MICHIGAN	GOGEBIC COUNTY	10	6	0	4	68942.71
MICHIGAN	GRAND TRAVERSE COUNTY	30	18	0	12	226452.92
MICHIGAN	GRATIOT COUNTY	23	15	0	8	107682.56
MICHIGAN	HILLSDALE COUNTY	6	5	0	1	61162.49
MICHIGAN	HOUGHTON COUNTY	2	1	0	1	20791.32
MICHIGAN	HURON COUNTY	82	53	0	29	212331.47
MICHIGAN	INGHAM COUNTY	145	93	0	52	492928.12
MICHIGAN	IONIA COUNTY	22	15	0	7	100808.62
MICHIGAN	IOSCO COUNTY	38	18	0	20	49959.97
MICHIGAN	IRON COUNTY	3	0	0	3	0
MICHIGAN	ISABELLA COUNTY	27	6	16	5	86542.78
MICHIGAN	KALAMAZOO	1	0	0	1	0
MICHIGAN	KALAMAZOO COUNTY	200	137	0	63	1545011.44
MICHIGAN	LAPEER COUNTY	28	17	0	11	176782.93
MICHIGAN	LEELANAU COUNTY	11	7	0	4	20103.51
MICHIGAN	LENAWEE COUNTY	57	43	0	14	338265.86
MICHIGAN	MACKINAC COUNTY	4	1	1	2	2256.92
MICHIGAN	MACOMB COUNTY	1220	813	1	406	6720086.83
MICHIGAN	MANISTEE COUNTY	21	11	0	10	165160.37
MICHIGAN	MARQUETTE COUNTY	14	12	0	2	175003.71
MICHIGAN	MECOSTA COUNTY	53	47	1	5	1289684.31
MICHIGAN	MENOMINEE COUNTY	23	16	0	7	55494.33
MICHIGAN	MIDLAND COUNTY	24	8	13	3	317161.4
MICHIGAN	MONTCALM COUNTY	6	5	0	1	26173.71
MICHIGAN	MUSKEGON COUNTY	92	45	0	47	350593.14
MICHIGAN	NEWAYGO COUNTY	122	100	0	22	2785117.36
MICHIGAN	NICOLLET COUNTY	3	2	0	1	6544.16
MICHIGAN	OAKLAND COUNTY	439	244	0	195	3208280.86
MICHIGAN	OCEANA COUNTY	25	9	0	16	82913.63
MICHIGAN	ONTONAGON COUNTY	9	6	0	3	4653.13
MICHIGAN	SAGINAW COUNTY	549	365	20	164	3631399.3
MICHIGAN	SANILAC COUNTY	14	9	0	5	122606.87
MICHIGAN	SCHOOLCRAFT COUNTY	1	1	0	0	8009.15
MICHIGAN	SHIAWASSEE COUNTY	56	27	0	29	96558.36
MICHIGAN	TUSCOLA COUNTY	121	100	0	21	880838.1
MICHIGAN	WASHTENAW COUNTY	103	64	0	39	770444.53
MICHIGAN	WEXFORD COUNTY	4	3	0	1	13554
MINNESOTA	HOUSTON COUNTY	76	56	0	20	1124582.12
MINNESOTA	JACKSON COUNTY	14	9	0	5	158992.45
MINNESOTA	MARSHALL COUNTY	1193	1055	0	138	6004113.45
MINNESOTA	WASHINGTON COUNTY	479	393	0	86	4855199.05
MINNESOTA	BENTON COUNTY	58	44	0	14	217469.9
MINNESOTA	CLAY COUNTY	1362	1211	0	151	13731544.9
MINNESOTA	GRANT COUNTY	4	3	0	1	63460.78
MINNESOTA	LINCOLN COUNTY	2	1	0	1	7495.78
MINNESOTA	POLK COUNTY	1415	1290	0	125	36474842.49
MINNESOTA	POPE COUNTY	7	6	0	1	31542.57
MINNESOTA	SCOTT COUNTY	108	75	0	33	1112060.5
MINNESOTA	LAKE COUNTY	4	2	0	2	251585.72
MINNESOTA	DOUGLAS COUNTY	30	21	0	9	374173.17
MINNESOTA	COOK COUNTY	23	9	0	14	40988.27
MINNESOTA	MURRAY COUNTY	6	4	0	2	11290.71
MINNESOTA	CLEARWATER COUNTY	19	14	0	5	397704.69
MINNESOTA	BROWN COUNTY	27	21	0	6	268843.34
MINNESOTA	CASS COUNTY	8	6	0	2	47131.88
MINNESOTA	LYON COUNTY	57	28	0	29	149370.41
MINNESOTA	WRIGHT COUNTY	207	156	0	51	2284092.7
MINNESOTA	RICE COUNTY	31	26	0	5	251310.59
MINNESOTA	TODD COUNTY	8	7	0	1	96800.78
MINNESOTA	CHIPPEWA COUNTY	287	249	0	38	3943288.23
MINNESOTA	NICOLLET COUNTY	45	35	0	10	453299.35
MINNESOTA	AITKIN COUNTY	79	62	0	17	736073.29
MINNESOTA	ANOKA COUNTY	82	49	0	33	366066.25
MINNESOTA	BECKER COUNTY	96	76	0	20	1502252.91
MINNESOTA	BELTRAMI COUNTY	4	2	0	2	11207.01
MINNESOTA	BIG STONE COUNTY	87	74	0	13	849975.74
MINNESOTA	BLUE EARTH COUNTY	63	46	0	17	705519.42
MINNESOTA	CARLTON COUNTY	14	11	0	3	499164.5
MINNESOTA	CARVER COUNTY	68	40	0	28	240692.32
MINNESOTA	CHISAGO COUNTY	33	22	0	11	420287.14
MINNESOTA	COTTONWOOD COUNTY	13	8	0	5	54562.9
MINNESOTA	CROW WING COUNTY	9	3	0	6	52702.82
MINNESOTA	DAKOTA COUNTY	161	119	0	42	4934999.79
MINNESOTA	DODGE COUNTY	27	24	0	3	378450.34
MINNESOTA	FARIBAULT COUNTY	6	5	0	1	34762.35
MINNESOTA	FILLMORE COUNTY	95	76	0	19	709678.94
MINNESOTA	FREEBORN COUNTY	40	32	0	8	836161.99
MINNESOTA	GOODHUE COUNTY	191	158	0	33	2233200.08
MINNESOTA	HENNEPIN COUNTY	594	383	0	211	3726104.57
MINNESOTA	HUBBARD COUNTY	22	15	0	7	233290.24
MINNESOTA	ISANTI COUNTY	25	15	0	10	160666.99
MINNESOTA	ITASCA COUNTY	7	3	0	4	14931.67
MINNESOTA	KANABEC COUNTY	20	13	0	7	148515.33
MINNESOTA	KANDIYOHI COUNTY	6	5	0	1	112916.89
MINNESOTA	KITTSON COUNTY	323	295	0	28	2527050.54
MINNESOTA	KOOCHICHING COUNTY	9	7	0	2	91442.67
MINNESOTA	LAC QUI PARLE COUNTY	40	34	0	6	223620.49
MINNESOTA	LAKE OF THE WOODS COUNTY	6	3	0	3	120820.18
MINNESOTA	LE SUEUR COUNTY	55	37	0	18	577704.19
MINNESOTA	MAHNOMEN COUNTY	11	10	0	1	154892.58
MINNESOTA	MCLEOD COUNTY	16	12	0	4	72506.87
MINNESOTA	MEEKER COUNTY	4	3	0	1	60291.97
MINNESOTA	MILLE LACS COUNTY	19	14	0	5	91371.48
MINNESOTA	MORRISON COUNTY	17	14	0	3	95177.92
MINNESOTA	MOWER COUNTY	723	660	0	63	10682688.84
MINNESOTA	NOBLES COUNTY	68	51	0	17	160677.25
MINNESOTA	NORMAN COUNTY	249	220	0	29	2511892.21
MINNESOTA	OLMSTED COUNTY	709	558	0	151	4757077.58
MINNESOTA	OTTER TAIL COUNTY	108	75	1	32	1359888.08
MINNESOTA	PENNINGTON COUNTY	17	17	0	0	31521.52
MINNESOTA	PINE COUNTY	50	38	0	12	1086897.08
MINNESOTA	PIPESTONE COUNTY	13	11	0	2	221314.63
MINNESOTA	RAMSEY COUNTY	122	76	2	44	1325104.14
MINNESOTA	RED LAKE COUNTY	3	3	0	0	16949.4
MINNESOTA	REDWOOD COUNTY	3	3	0	0	143452.13
MINNESOTA	RENVILLE COUNTY	1	1	0	0	1000
MINNESOTA	ROCK COUNTY	26	19	0	7	143021.16
MINNESOTA	ROSEAU COUNTY	274	207	0	67	3309452.11
MINNESOTA	SHERBURNE COUNTY	44	28	0	16	137519.38
MINNESOTA	SIBLEY COUNTY	14	9	0	5	538772.32
MINNESOTA	ST. LOUIS COUNTY	168	116	0	52	1331724.95
MINNESOTA	STEARNS COUNTY	86	63	0	23	885035.45
MINNESOTA	STEELE COUNTY	86	66	0	20	2000460.59
MINNESOTA	STEVENS COUNTY	1	1	0	0	7426
MINNESOTA	SWIFT COUNTY	9	6	0	3	114033.8
MINNESOTA	TRAVERSE COUNTY	152	133	0	19	991917.21
MINNESOTA	WABASHA COUNTY	137	111	0	26	2898757.56
MINNESOTA	WADENA COUNTY	6	5	0	1	26064.58
MINNESOTA	WASECA COUNTY	4	3	0	1	32010.04
MINNESOTA	WATONWAN COUNTY	4	3	0	1	158773.74
MINNESOTA	WILKIN COUNTY	491	445	0	46	7410559.22
MINNESOTA	WINONA COUNTY	127	108	0	19	3931723.69
MINNESOTA	YELLOW MEDICINE COUNTY	30	27	0	3	414218.26
MISSISSIPPI	CALHOUN COUNTY	32	28	0	4	320342.65
MISSISSIPPI	CHOCTAW COUNTY	1	1	0	0	68613.13
MISSISSIPPI	CLARKE COUNTY	64	45	0	19	776069.07
MISSISSIPPI	COVINGTON COUNTY	67	58	0	9	706365.3
MISSISSIPPI	FRANKLIN COUNTY	3	1	0	2	6854.25
MISSISSIPPI	GREENE COUNTY	42	34	1	7	495737.91
MISSISSIPPI	JACKSON COUNTY	10454	8980	26	1448	699615665.93
MISSISSIPPI	JEFFERSON COUNTY	93	84	0	9	917583.88
MISSISSIPPI	LAMAR COUNTY	291	245	2	44	4938657.35
MISSISSIPPI	LAUDERDALE COUNTY	235	162	0	73	2841893.18
MISSISSIPPI	LAWRENCE COUNTY	34	26	0	8	464980.25
MISSISSIPPI	LEE COUNTY	120	83	0	37	1606413.45
MISSISSIPPI	LOWNDES COUNTY	1147	926	0	221	6778057.78
MISSISSIPPI	MADISON COUNTY	857	653	4	200	5868475.52
MISSISSIPPI	MARION COUNTY	721	591	0	130	7168198.42
MISSISSIPPI	MARSHALL COUNTY	8	7	0	1	109614.11
MISSISSIPPI	MONROE COUNTY	120	93	0	27	810354.56
MISSISSIPPI	WASHINGTON COUNTY	1822	1512	1	309	33645999.81
MISSISSIPPI	WINSTON COUNTY	19	10	0	9	161219.56
MISSISSIPPI	--------------------------------	2	2	0	0	17090.47
MISSISSIPPI	CARROLL COUNTY	25	23	0	2	198184.78
MISSISSIPPI	CLAY COUNTY	99	81	0	18	798486.13
MISSISSIPPI	LAFAYETTE COUNTY	21	19	0	2	224972.08
MISSISSIPPI	LINCOLN COUNTY	19	12	0	7	50445.46
MISSISSIPPI	NEWTON COUNTY	7	5	0	2	52455.57
