"","state","county","policies","insurance","premium"
"1079","LOUISIANA","CONCORDIA PARISH",1285,328062900,642236
"1080","LOUISIANA","DE SOTO PARISH",89,15468100,64883
"1081","LOUISIANA","EAST BATON ROUGE PARISH",40930,9982131400,27247742
"1082","LOUISIANA","EAST CARROLL PARISH",214,54673500,150856
"1083","LOUISIANA","EAST FELICIANA PARISH",205,39482600,126474
"1084","LOUISIANA","EVANGELINE PARISH",759,106258300,487788
"1085","LOUISIANA","FRANKLIN PARISH",480,97367800,294249
"1086","LOUISIANA","GRANT PARISH",236,31837100,144465
"1087","LOUISIANA","IBERIA PARISH",5088,1205731500,3533203
"1088","LOUISIANA","IBERVILLE PARISH",1478,387548700,897688
"1089","LOUISIANA","JACKSON PARISH",12,871500,7962
"1090","LOUISIANA","JEFFERSON DAVIS PARISH",1098,222807300,745921
"1091","LOUISIANA","JEFFERSON PARISH",111579,28250646500,101770488
"1092","LOUISIANA","LA SALLE PARISH",93,14459100,70918
"1093","LOUISIANA","LAFAYETTE PARISH",19853,5134817000,11244446
"1094","LOUISIANA","LAFOURCHE PARISH",12420,2854430500,8417711
"1095","LOUISIANA","LINCOLN PARISH",121,31010400,81317
"1096","LOUISIANA","LIVINGSTON PARISH",18774,3843279100,13397559
"1097","LOUISIANA","MADISON PARISH",467,103299800,317660
"1098","LOUISIANA","MOREHOUSE PARISH",282,47248300,151674
"1099","LOUISIANA","NATCHITOCHES PARISH",668,125873700,453008
"1100","LOUISIANA","ORLEANS PARISH",81581,22463703700,52956288
"1101","LOUISIANA","OUACHITA PARISH",5949,1262134300,4243145
"1102","LOUISIANA","PLAQUEMINES PARISH",5297,1522161600,4308077
"1103","LOUISIANA","POINTE COUPEE PARISH",1450,340586800,922456
"1104","LOUISIANA","RAPIDES PARISH",3657,793358400,2674959
"1105","LOUISIANA","RED RIVER PARISH",52,8788800,69584
"1106","LOUISIANA","RICHLAND PARISH",564,99905100,348210
"1107","LOUISIANA","SABINE PARISH",88,12638800,54329
"1108","LOUISIANA","ST. BERNARD PARISH",10831,3036007000,7098697
"1109","LOUISIANA","ST. CHARLES PARISH",11618,3391454700,7615025
"1110","LOUISIANA","ST. HELENA PARISH",141,31180800,102132
"1111","LOUISIANA","ST. JAMES PARISH",1756,512564400,740772
"1112","LOUISIANA","ST. JOHN THE BAPTIST PARISH",6992,1961604500,5027417
"1113","LOUISIANA","ST. LANDRY PARISH",2667,492441500,1661525
"1114","LOUISIANA","ST. MARTIN PARISH",2854,618333200,1860482
"1115","LOUISIANA","ST. MARY PARISH",4918,1139486500,4487180
"1116","LOUISIANA","ST. TAMMANY PARISH",48901,14074027500,31996351
"1117","LOUISIANA","TANGIPAHOA PARISH",9674,2328074300,5506919
"1118","LOUISIANA","TENSAS PARISH",344,87162300,191449
"1119","LOUISIANA","TERREBONNE PARISH",16068,4177324000,10316204
"1120","LOUISIANA","UNION PARISH",299,46878300,231855
"1121","LOUISIANA","VERMILION PARISH",6222,1248233100,4222734
"1122","LOUISIANA","VERNON PARISH",425,87504000,288636
"1123","LOUISIANA","WASHINGTON PARISH",796,142748600,555022
"1124","LOUISIANA","WEBSTER PARISH",166,31617300,157287
"1125","LOUISIANA","WEST BATON ROUGE PARISH",1396,405122500,659816
"1126","LOUISIANA","WEST CARROLL PARISH",143,25395100,80033
"1127","LOUISIANA","WEST FELICIANA PARISH",169,37141100,98610
"1128","LOUISIANA","WINN PARISH",77,10887800,54474
"1129","MAINE","FRANKLIN COUNTY",138,18424200,123888
"1130","MAINE","WASHINGTON COUNTY",116,21412400,136844
"1131","MAINE","LINCOLN COUNTY",394,102179700,435991
"1132","MAINE","HANCOCK COUNTY",353,88539500,336398
"1133","MAINE","CUMBERLAND COUNTY",1416,373496900,1458256
"1134","MAINE","KNOX COUNTY",344,95276000,376343
"1135","MAINE","ANDROSCOGGIN COUNTY",212,40539400,209314
"1136","MAINE","AROOSTOOK COUNTY",171,27085400,153441
"1137","MAINE","KENNEBEC COUNTY",395,74581500,543943
"1138","MAINE","OXFORD COUNTY",292,48415900,353054
"1139","MAINE","PENOBSCOT COUNTY",414,63208500,411335
"1140","MAINE","PISCATAQUIS COUNTY",61,9869800,64615
"1141","MAINE","SAGADAHOC COUNTY",168,42724100,192673
"1142","MAINE","SOMERSET COUNTY",199,24311100,169424
"1143","MAINE","WALDO COUNTY",148,35953100,175521
"1144","MAINE","YORK COUNTY",3559,909092000,3599623
"1145","MARYLAND","MONTGOMERY COUNTY",2133,575378100,1182607
"1146","MARYLAND","WASHINGTON COUNTY",312,70906600,356202
"1147","MARYLAND","CARROLL COUNTY",208,53166400,189886
"1148","MARYLAND","HOWARD COUNTY",964,265975600,660299
"1149","MARYLAND","KENT COUNTY",597,159968700,562756
"1150","MARYLAND","TALBOT COUNTY",2219,685451800,1616886
"1151","MARYLAND","SOMERSET COUNTY",1913,363143500,1490312
"1152","MARYLAND","ALLEGANY COUNTY",330,54761300,453850
"1153","MARYLAND","ANNE ARUNDEL COUNTY",5843,1625922400,4123110
"1154","MARYLAND","BALTIMORE COUNTY",3591,923541500,3951306
"1155","MARYLAND","CALVERT COUNTY",817,228979800,664098
"1156","MARYLAND","CAROLINE COUNTY",194,46915500,216866
"1157","MARYLAND","CECIL COUNTY",1002,240562700,997942
"1158","MARYLAND","CHARLES COUNTY",683,182182600,499369
"1159","MARYLAND","DORCHESTER COUNTY",1532,362788600,1315455
"1160","MARYLAND","FREDERICK COUNTY",592,154353900,637657
"1161","MARYLAND","GARRETT COUNTY",95,17297300,85472
"1162","MARYLAND","HARFORD COUNTY",981,239982100,764387
"1163","MARYLAND","INDEPENDENT CITY",2801,753624900,1920202
"1164","MARYLAND","PRINCE GEORGES COUNTY",3557,843262900,2368192
"1165","MARYLAND","QUEEN ANNES COUNTY",2299,624104400,1518753
"1166","MARYLAND","ST. MARYS COUNTY",1262,349453700,1064797
"1167","MARYLAND","WICOMICO COUNTY",694,192804600,547542
"1168","MARYLAND","WORCESTER COUNTY",31546,6543777000,10995935
"1169","MARYLAND","WORCHESTER COUNTY",47,10296400,28209
"1170","MASSACHUSETTS","FRANKLIN COUNTY",197,52197800,203637
"1171","MASSACHUSETTS","MIDDLESEX COUNTY",7649,1790527900,6959188
"1172","MASSACHUSETTS","PLYMOUTH COUNTY",10313,2574940900,15297022
"1173","MASSACHUSETTS","WORCESTER COUNTY",1669,419125100,2439238
"1174","MASSACHUSETTS","BARNSTABLE COUNTY",11827,3102734200,16413580
"1175","MASSACHUSETTS","BERKSHIRE COUNTY",849,162754100,1107648
"1176","MASSACHUSETTS","BRISTOL COUNTY",4152,1027002000,5579431
"1177","MASSACHUSETTS","DUKES COUNTY",969,295496000,1339700
"1178","MASSACHUSETTS","ESSEX COUNTY",9968,2571011500,11055105
"1179","MASSACHUSETTS","HAMPDEN COUNTY",1087,263024600,1389844
"1180","MASSACHUSETTS","HAMPSHIRE COUNTY",508,114043200,756107
"1181","MASSACHUSETTS","NANTUCKET COUNTY",1017,332430700,1719631
"1182","MASSACHUSETTS","NORFOLK COUNTY",6739,1642971900,6690882
"1183","MASSACHUSETTS","SUFFOLK COUNTY",7360,1962171500,6642885
"1184","MICHIGAN","CALHOUN COUNTY",181,40183200,176168
"1185","MICHIGAN","JACKSON COUNTY",192,41192700,280204
"1186","MICHIGAN","MONROE COUNTY",1801,289562500,1655055
"1187","MICHIGAN","ST. CLAIR COUNTY",1552,301535800,1232803
"1188","MICHIGAN","CRAWFORD COUNTY",21,3337700,21566
"1189","MICHIGAN","VAN BUREN COUNTY",95,20051700,108960
"1190","MICHIGAN","LAKE COUNTY",21,3566000,14453
"1191","MICHIGAN","DELTA COUNTY",47,6237600,30858
"1192","MICHIGAN","KENT COUNTY",850,163865100,1037791
"1193","MICHIGAN","BAY COUNTY",1154,167159900,1045594
"1194","MICHIGAN","OSCEOLA COUNTY",50,6017000,41710
"1195","MICHIGAN","BERRIEN COUNTY",360,77973600,242089
"1196","MICHIGAN","DODGE COUNTY",1,105000,288
"1197","MICHIGAN","WAYNE COUNTY",3574,608328700,3266529
"1198","MICHIGAN","CASS COUNTY",54,10909600,45935
"1199","MICHIGAN","CLINTON COUNTY",681,152002900,1216913
"1200","MICHIGAN","LIVINGSTON COUNTY",290,64537500,330382
"1201","MICHIGAN","MASON COUNTY",44,12321500,77528
"1202","MICHIGAN","ST. JOSEPH COUNTY",89,14078100,130241
"1203","MICHIGAN","DICKINSON COUNTY",21,3317100,13728
"1204","MICHIGAN","EMMET COUNTY",14,3990000,9725
"1205","MICHIGAN","OTTAWA COUNTY",485,104661400,425801
"1206","MICHIGAN","ALCONA",1,250000,536
"1207","MICHIGAN","ALCONA COUNTY",33,5223400,24780
"1208","MICHIGAN","ALGER COUNTY",13,2344100,11689
"1209","MICHIGAN","ALLEGAN COUNTY",185,39106200,125042
"1210","MICHIGAN","ALPENA COUNTY",86,15923000,75438
"1211","MICHIGAN","ANTRIM COUNTY",29,7856000,18010
"1212","MICHIGAN","ARENAC COUNTY",197,25624100,160778
"1213","MICHIGAN","BARAGA COUNTY",5,423400,5711
"1214","MICHIGAN","BARRY COUNTY",228,35343200,270556
"1215","MICHIGAN","BENZIE COUNTY",44,9572900,65786
"1216","MICHIGAN","BRANCH COUNTY",106,15382500,140701
"1217","MICHIGAN","CHARLEVOIX COUNTY",42,7028900,14592
"1218","MICHIGAN","CHEBOYGAN COUNTY",62,11063700,66857
"1219","MICHIGAN","CHIPPEWA COUNTY",85,17961300,89757
"1220","MICHIGAN","CLARE COUNTY",25,3445400,22803
"1221","MICHIGAN","EATON COUNTY",240,46973200,218908
"1222","MICHIGAN","EMMET",8,780000,5692
"1223","MICHIGAN","GENESEE COUNTY",452,99308500,428463
"1224","MICHIGAN","GLADWIN COUNTY",18,2078600,15879
"1225","MICHIGAN","GOGEBIC COUNTY",9,1352500,5203
"1226","MICHIGAN","GRAND TRAVERSE COUNTY",70,18430900,52415
"1227","MICHIGAN","GRATIOT",19,5077300,22022
"1228","MICHIGAN","GRATIOT COUNTY",78,10041400,80762
"1229","MICHIGAN","HILLSDALE COUNTY",42,4376200,40265
"1230","MICHIGAN","HOUGHTON COUNTY",9,1209800,6013
"1231","MICHIGAN","HURON COUNTY",208,29515000,208169
"1232","MICHIGAN","INGHAM COUNTY",426,92507100,496417
"1233","MICHIGAN","IONIA COUNTY",132,18588200,118408
"1234","MICHIGAN","IOSCO COUNTY",224,31058600,152038
"1235","MICHIGAN","ISABELLA COUNTY",121,22479700,90791
"1236","MICHIGAN","KALAMAZOO",24,7063400,14729
"1237","MICHIGAN","KALAMAZOO COUNTY",218,55576800,311602
"1238","MICHIGAN","KALKASKA COUNTY",6,253400,2971
"1239","MICHIGAN","LAPEER COUNTY",71,14552800,72571
"1240","MICHIGAN","LEELANAU COUNTY",68,17734600,78658
"1241","MICHIGAN","LENAWEE COUNTY",71,11582300,90580
"1242","MICHIGAN","MACKINAC COUNTY",50,9245200,50151
"1243","MICHIGAN","MACOMB COUNTY",1820,362584900,1725596
"1244","MICHIGAN","MANISTEE COUNTY",38,6791000,43240
"1245","MICHIGAN","MARQUETTE COUNTY",40,8578100,28014
"1246","MICHIGAN","MECOSTA COUNTY",65,11277900,38902
"1247","MICHIGAN","MENOMINEE COUNTY",94,16845800,63755
"1248","MICHIGAN","MIDLAND COUNTY",50,7655400,56371
"1249","MICHIGAN","MONTCALM COUNTY",14,2661000,15539
"1250","MICHIGAN","MUSKEGON COUNTY",233,40314000,146140
"1251","MICHIGAN","NEWAYGO COUNTY",103,18284500,107224
"1252","MICHIGAN","NICOLLET COUNTY",9,1845200,7458
"1253","MICHIGAN","OAKLAND COUNTY",1392,327542500,1224808
"1254","MICHIGAN","OCEANA COUNTY",84,15491300,50554
"1255","MICHIGAN","ONTONAGON COUNTY",18,2383000,17232
"1256","MICHIGAN","ROSCOMMON COUNTY",8,1559500,2911
"1257","MICHIGAN","SAGINAW COUNTY",1343,145953400,1183630
"1258","MICHIGAN","SANILAC COUNTY",31,7235300,20306
"1259","MICHIGAN","SCHOOLCRAFT COUNTY",1,41500,448
"1260","MICHIGAN","SHIAWASSEE COUNTY",253,30581500,302509
"1261","MICHIGAN","TUSCOLA COUNTY",160,18043400,136494
"1262","MICHIGAN","WASHTENAW COUNTY",571,137405900,563957
"1263","MICHIGAN","WEXFORD COUNTY",30,5779100,26559
"1264","MINNESOTA","CLAY COUNTY",541,158269000,317570
"1265","MINNESOTA","HOUSTON COUNTY",82,19208200,106757
"1266","MINNESOTA","JACKSON COUNTY",21,2553100,19578
"1267","MINNESOTA","MARSHALL COUNTY",58,6937700,52916
"1268","MINNESOTA","WASHINGTON COUNTY",399,113541800,463896
"1269","MINNESOTA","BENTON COUNTY",207,42094300,175742
"1270","MINNESOTA","LINCOLN COUNTY",13,2341800,11756
"1271","MINNESOTA","POLK COUNTY",219,47540800,206574
"1272","MINNESOTA","POPE COUNTY",3,746700,2195
"1273","MINNESOTA","SCOTT COUNTY",257,62288400,361820
"1274","MINNESOTA","LAKE COUNTY",13,2438500,7473
"1275","MINNESOTA","DOUGLAS COUNTY",12,2311700,6485
"1276","MINNESOTA","COOK COUNTY",16,4617000,9100
"1277","MINNESOTA","DODGE COUNTY",37,10352600,32135
"1278","MINNESOTA","MURRAY COUNTY",20,3603900,25631
"1279","MINNESOTA","CLEARWATER COUNTY",3,560000,944
"1280","MINNESOTA","BROWN COUNTY",58,13492300,44892
"1281","MINNESOTA","CASS COUNTY",20,4965800,7249
"1282","MINNESOTA","LYON COUNTY",49,11453200,37074
"1283","MINNESOTA","WRIGHT COUNTY",193,41202200,229367
"1284","MINNESOTA","RICE COUNTY",80,15920800,64646
"1285","MINNESOTA","TODD COUNTY",49,8048600,32308
"1286","MINNESOTA","CHIPPEWA COUNTY",45,14445500,50396
"1287","MINNESOTA","NICOLLET COUNTY",46,12245900,25406
"1288","MINNESOTA","AITKIN COUNTY",176,34714600,176459
"1289","MINNESOTA","ANOKA COUNTY",423,116541400,314864
"1290","MINNESOTA","BECKER COUNTY",8,2089700,5963
"1291","MINNESOTA","BELTRAMI COUNTY",9,1862000,2814
"1292","MINNESOTA","BIG STONE COUNTY",42,5989100,35011
"1293","MINNESOTA","BLUE EARTH COUNTY",95,24648000,61572
"1294","MINNESOTA","CARLTON COUNTY",60,13784900,47588
"1295","MINNESOTA","CARVER COUNTY",136,29707400,112420
"1296","MINNESOTA","CHISAGO COUNTY",58,14148800,40239
"1297","MINNESOTA","COTTONWOOD COUNTY",64,8528300,64382
"1298","MINNESOTA","CROW WING COUNTY",71,14759100,71075
"1299","MINNESOTA","DAKOTA COUNTY",345,102307100,349745
"1300","MINNESOTA","FARIBAULT COUNTY",12,1314500,8533
"1301","MINNESOTA","FILLMORE COUNTY",159,36058300,157103
"1302","MINNESOTA","FREEBORN COUNTY",29,6155900,19747
"1303","MINNESOTA","GOODHUE COUNTY",165,32079500,126819
"1304","MINNESOTA","HENNEPIN COUNTY",1452,413968800,1189444
"1305","MINNESOTA","HUBBARD COUNTY",9,1687000,2628
"1306","MINNESOTA","ISANTI COUNTY",73,15602400,86911
"1307","MINNESOTA","ITASCA COUNTY",55,12518600,43919
"1308","MINNESOTA","KANABEC COUNTY",23,4452200,22305
"1309","MINNESOTA","KANDIYOHI COUNTY",17,4282000,6786
"1310","MINNESOTA","KITTSON COUNTY",35,5941600,35553
"1311","MINNESOTA","KOOCHICHING COUNTY",37,5303600,30007
"1312","MINNESOTA","LAC QUI PARLE COUNTY",8,1078000,4703
"1313","MINNESOTA","LAKE OF THE WOODS CO",2,680000,2419
"1314","MINNESOTA","LAKE OF THE WOODS COUNTY",46,5211700,33235
"1315","MINNESOTA","LE SUEUR COUNTY",103,22674200,117690
"1316","MINNESOTA","MAHNOMEN COUNTY",9,2249000,4066
"1317","MINNESOTA","MCLEOD COUNTY",57,16376200,38807
"1318","MINNESOTA","MEEKER COUNTY",47,12394000,47835
"1319","MINNESOTA","MILLE LACS COUNTY",119,24639400,70067
"1320","MINNESOTA","MORRISON COUNTY",62,11123300,46142
"1321","MINNESOTA","MOWER COUNTY",160,35827100,168598
"1322","MINNESOTA","NOBLES COUNTY",134,13848300,140730
"1323","MINNESOTA","NORMAN COUNTY",124,22447800,87479
"1324","MINNESOTA","OLMSTED COUNTY",252,63512600,130135
"1325","MINNESOTA","OTTER TAIL COUNTY",34,8887000,16050
"1326","MINNESOTA","PENNINGTON COUNTY",24,5620800,14165
"1327","MINNESOTA","PINE COUNTY",159,28499100,111091
"1328","MINNESOTA","PIPESTONE COUNTY",19,2246500,17054
"1329","MINNESOTA","RAMSEY COUNTY",359,98960400,251723
"1330","MINNESOTA","RED LAKE COUNTY",1,46000,1118
"1331","MINNESOTA","REDWOOD COUNTY",5,1228500,3202
"1332","MINNESOTA","RENVILLE COUNTY",7,1920000,4754
"1333","MINNESOTA","ROCK COUNTY",21,3284500,24019
"1334","MINNESOTA","ROSEAU COUNTY",374,47980000,353727
"1335","MINNESOTA","SHERBURNE COUNTY",150,32667100,123636
"1336","MINNESOTA","SIBLEY COUNTY",9,2212000,4738
"1337","MINNESOTA","ST. LOUIS COUNTY",332,62322600,309693
"1338","MINNESOTA","STEARNS COUNTY",192,40249800,166285
"1339","MINNESOTA","STEELE COUNTY",118,30600300,163405
"1340","MINNESOTA","STEVENS COUNTY",7,1145700,10015
"1341","MINNESOTA","SWIFT COUNTY",21,4858400,18490
"1342","MINNESOTA","TRAVERSE COUNTY",36,3852300,31284
"1343","MINNESOTA","WABASHA COUNTY",98,18163200,95840
"1344","MINNESOTA","WADENA COUNTY",19,3371600,16587
"1345","MINNESOTA","WASECA COUNTY",16,3180000,5216
"1346","MINNESOTA","WATONWAN COUNTY",11,2541100,10636
"1347","MINNESOTA","WILKIN COUNTY",101,20708900,66875
"1348","MINNESOTA","WINONA COUNTY",261,62924300,288945
"1349","MINNESOTA","YELLOW MEDICINE COUNTY",20,4041100,19465
"1350","MISSISSIPPI","CALHOUN COUNTY",55,7439600,41236
"1351","MISSISSIPPI","CHOCTAW COUNTY",13,1677200,8694
"1352","MISSISSIPPI","CLARKE COUNTY",112,17257800,88401
"1353","MISSISSIPPI","CLAY COUNTY",214,38162200,132386
"1354","MISSISSIPPI","COVINGTON COUNTY",72,10591000,55345
"1355","MISSISSIPPI","FRANKLIN COUNTY",11,1024400,8576
"1356","MISSISSIPPI","GREENE COUNTY",63,6899100,42959
"1357","MISSISSIPPI","JACKSON COUNTY",16021,4024664900,8979578
"1358","MISSISSIPPI","JEFFERSON COUNTY",6,1680000,3644
"1359","MISSISSIPPI","LAMAR COUNTY",308,76489200,228433
"1360","MISSISSIPPI","LAUDERDALE COUNTY",558,112079400,434500
"1361","MISSISSIPPI","LAWRENCE COUNTY",62,10370400,58039
"1362","MISSISSIPPI","LEE COUNTY",497,115957400,424667
"1363","MISSISSIPPI","LOWNDES COUNTY",1127,187151700,948679
"1364","MISSISSIPPI","MADISON COUNTY",1051,264920100,693764
"1365","MISSISSIPPI","MARION COUNTY",294,50057700,257082
"1366","MISSISSIPPI","MARSHALL COUNTY",37,7651200,28165
"1367","MISSISSIPPI","MONROE COUNTY",314,44068200,188528
"1368","MISSISSIPPI","MONTGOMERY COUNTY",13,2030900,7920
"1369","MISSISSIPPI","PIKE COUNTY",125,28572300,124007
"1370","MISSISSIPPI","WASHINGTON COUNTY",2057,350015400,1568119
"1371","MISSISSIPPI","WINSTON COUNTY",38,4753900,18503
"1372","MISSISSIPPI","BENTON COUNTY",5,948500,4466
"1373","MISSISSIPPI","CARROLL COUNTY",22,3289400,12797
"1374","MISSISSIPPI","LAFAYETTE COUNTY",296,82265100,139834
"1375","MISSISSIPPI","LINCOLN COUNTY",65,13314300,55081
"1376","MISSISSIPPI","NEWTON COUNTY",20,4219900,11162
"1377","MISSISSIPPI","PERRY COUNTY",86,10695900,62460
"1378","MISSISSIPPI","SCOTT COUNTY",86,12959300,67912
"1379","MISSISSIPPI","STONE COUNTY",40,8454100,23447
"1380","MISSISSIPPI","UNION COUNTY",22,6366400,34083
"1381","MISSISSIPPI","ADAMS COUNTY",74,16544600,72487
"1382","MISSISSIPPI","HOLMES COUNTY",59,17163900,100753
"1383","MISSISSIPPI","HANCOCK COUNTY",8046,2177857300,4622753
"1384","MISSISSIPPI","JASPER COUNTY",28,5553900,31529
"1385","MISSISSIPPI","JONES COUNTY",339,49109300,281053
"1386","MISSISSIPPI","QUITMAN COUNTY",153,19480700,86838
"1387","MISSISSIPPI","WARREN COUNTY",466,86519500,400906
"1388","MISSISSIPPI","WAYNE COUNTY",62,9154700,47938
"1389","MISSISSIPPI","WILKINSON COUNTY",89,13477700,66334
"1390","MISSISSIPPI","HARRISON COUNTY",16929,4598684700,10035194
"1391","MISSISSIPPI","CHICKASAW COUNTY",16,1767300,11498
"1392","MISSISSIPPI","SIMPSON COUNTY",127,18658200,102039
"1393","MISSISSIPPI","ALCORN COUNTY",98,33402400,94957
"1394","MISSISSIPPI","AMITE",3,673000,5450
"1395","MISSISSIPPI","AMITE COUNTY",18,3582100,7615
"1396","MISSISSIPPI","ATTALA COUNTY",40,7862300,30348
"1397","MISSISSIPPI","BOLIVAR COUNTY",620,135891500,385956
"1398","MISSISSIPPI","CLAIBORNE COUNTY",39,3500900,19007
"1399","MISSISSIPPI","COAHOMA COUNTY",227,47205100,155883
"1400","MISSISSIPPI","COPIAH COUNTY",53,9994100,40676
"1401","MISSISSIPPI","DE SOTO COUNTY",874,220184600,734106
"1402","MISSISSIPPI","FORREST COUNTY",909,160697300,731077
"1403","MISSISSIPPI","GEORGE COUNTY",117,16836000,86551
"1404","MISSISSIPPI","GRENADA COUNTY",281,42954900,166711
"1405","MISSISSIPPI","HINDS COUNTY",4744,970265400,4822792
"1406","MISSISSIPPI","HUMPHREYS COUNTY",152,29331200,102150
"1407","MISSISSIPPI","ISSAQUENA COUNTY",166,25792300,140487
"1408","MISSISSIPPI","ITAWAMBA COUNTY",35,8137700,35392
"1409","MISSISSIPPI","JEFFERSON DAVIS COUNTY",4,630000,2001
"1410","MISSISSIPPI","KEMPER COUNTY",6,600700,6568
"1411","MISSISSIPPI","LEAKE COUNTY",35,4912700,27146
"1412","MISSISSIPPI","LEFLORE COUNTY",724,124728200,390011
"1413","MISSISSIPPI","NESHOBA COUNTY",70,15884100,52571
"1414","MISSISSIPPI","NOXUBEE COUNTY",11,1724000,11721
"1415","MISSISSIPPI","OKTIBBEHA COUNTY",467,83990700,239434
"1416","MISSISSIPPI","PANOLA COUNTY",110,16206700,76936
"1417","MISSISSIPPI","PEARL RIVER COUNTY",977,208642400,579624
"1418","MISSISSIPPI","PONTOTOC COUNTY",15,3593000,19033
"1419","MISSISSIPPI","PRENTISS COUNTY",12,2607500,24087
"1420","MISSISSIPPI","RANKIN COUNTY",1955,518183500,1756736
"1421","MISSISSIPPI","SHARKEY COUNTY",263,49100000,157018
"1422","MISSISSIPPI","SMITH COUNTY",26,5983800,26501
"1423","MISSISSIPPI","SUNFLOWER COUNTY",206,41660600,144610
"1424","MISSISSIPPI","TALLAHATCHIE COUNTY",71,8239300,64043
"1425","MISSISSIPPI","TATE COUNTY",59,13234300,77462
"1426","MISSISSIPPI","TIPPAH COUNTY",13,4311100,18221
"1427","MISSISSIPPI","TISHOMINGO COUNTY",29,4938300,22640
"1428","MISSISSIPPI","TUNICA COUNTY",134,38839800,182158
"1429","MISSISSIPPI","WALTHALL COUNTY",96,16196900,87260
"1430","MISSISSIPPI","YALOBUSHA COUNTY",20,2953800,18573
"1431","MISSISSIPPI","YAZOO COUNTY",500,87980600,434884
"1432","MISSOURI","BUTLER COUNTY",740,89480000,486395
"1433","MISSOURI","CLAY COUNTY",1493,409844000,1877815
"1434","MISSOURI","DALLAS COUNTY",11,2291400,4937
"1435","MISSOURI","FRANKLIN COUNTY",414,70219900,441010
"1436","MISSOURI","GREENE COUNTY",355,93113400,325114
"1437","MISSOURI","HENRY COUNTY",17,2888800,14409
"1438","MISSOURI","JACKSON COUNTY",191,43465300,130520
"1439","MISSOURI","JEFFERSON COUNTY",1092,186143000,1301537
"1440","MISSOURI","LAWRENCE COUNTY",71,9287400,50595
"1441","MISSOURI","MACON COUNTY",1,47200,653
"1442","MISSOURI","MADISON COUNTY",49,5547100,37299
"1443","MISSOURI","MARION COUNTY",183,33097900,189936
"1444","MISSOURI","MONTGOMERY COUNTY",11,2379900,7083
"1445","MISSOURI","MORGAN COUNTY",114,19383300,81897
"1446","MISSOURI","PIKE COUNTY",132,12296500,119119
"1447","MISSOURI","RANDOLPH COUNTY",21,3743700,19771
"1448","MISSOURI","SHELBY COUNTY",6,492500,4109
"1449","MISSOURI","WASHINGTON COUNTY",30,3660500,30272
"1450","MISSOURI","BENTON COUNTY",49,7324100,38944
"1451","MISSOURI","BOONE COUNTY",243,51288300,171910
"1452","MISSOURI","CARROLL COUNTY",70,10465100,101956
"1453","MISSOURI","CLARK COUNTY",92,17465900,192611
"1454","MISSOURI","CRAWFORD COUNTY",81,11179400,87171
"1455","MISSOURI","HOWARD COUNTY",26,1750000,11859
"1456","MISSOURI","JOHNSON COUNTY",87,18230200,46035
"1457","MISSOURI","LAFAYETTE COUNTY",6,1690000,2685
"1458","MISSOURI","LINCOLN COUNTY",360,41049000,279798
"1459","MISSOURI","MILLER COUNTY",26,4074600,20948
"1460","MISSOURI","MISSISSIPPI COUNTY",360,54808300,173708
"1461","MISSOURI","NEWTON COUNTY",263,34186800,240681
"1462","MISSOURI","PERRY COUNTY",85,8104700,71521
"1463","MISSOURI","POLK COUNTY",18,2501000,21674
"1464","MISSOURI","PULASKI COUNTY",142,25540900,129875
"1465","MISSOURI","SALINE COUNTY",18,2385800,16126
"1466","MISSOURI","SCOTT COUNTY",658,97290500,359204
"1467","MISSOURI","STONE COUNTY",88,17170500,91859
"1468","MISSOURI","DOUGLAS COUNTY",2,80000,1368
"1469","MISSOURI","PUTNAM COUNTY",1,20600,322
"1470","MISSOURI","CAMDEN COUNTY",772,148386500,393003
"1471","MISSOURI","DADE COUNTY",3,770000,1184
"1472","MISSOURI","DEKALB COUNTY",2,194000,2365
"1473","MISSOURI","JASPER COUNTY",300,58127000,236102
"1474","MISSOURI","WARREN COUNTY",77,16572600,97856
"1475","MISSOURI","WAYNE COUNTY",179,19052800,145547
"1476","MISSOURI","LEWIS COUNTY",128,32495100,85902
"1477","MISSOURI","CASS COUNTY",150,30306500,123674
"1478","MISSOURI","CHRISTIAN COUNTY",154,35516700,117403
"1479","MISSOURI","CLINTON COUNTY",27,4678700,14948
"1480","MISSOURI","GRUNDY COUNTY",9,1353800,9839
"1481","MISSOURI","KNOX COUNTY",1,37200,440
"1482","MISSOURI","LIVINGSTON COUNTY",21,2407400,19304
"1483","MISSOURI","DAVIESS COUNTY",2,132000,865
"1484","MISSOURI","HARRISON COUNTY",4,1830000,6806
"1485","MISSOURI","RIPLEY COUNTY",98,15879300,103417
"1486","MISSOURI","SULLIVAN COUNTY",2,318000,6255
"1487","MISSOURI","BUCHANAN COUNTY",356,70029000,381328
"1488","MISSOURI","CEDAR COUNTY",4,522200,2023
"1489","MISSOURI","LINN COUNTY",13,2882800,7136
"1490","MISSOURI","WEBSTER COUNTY",22,4791600,17891
"1491","MISSOURI","WRIGHT COUNTY",14,1175500,11755
"1492","MISSOURI","ATCHISON COUNTY",45,4472000,37966
"1493","MISSOURI","BARTON COUNTY",40,10280200,26048
"1494","MISSOURI","OSAGE COUNTY",113,8811800,71021
"1495","MISSOURI","ADAIR COUNTY",11,3048600,6500
"1496","MISSOURI","CALDWELL COUNTY",2,333000,724
"1497","MISSOURI","CARTER COUNTY",60,7867000,57410
"1498","MISSOURI","INDEPENDENT CITY",321,94773000,517971
