"","state","county","policies","insurance","premium","total_loss","closed_loss","open_loss","cwop_loss","total_pay"
"1534","missouri","mcdonald",132,19465600,167425,272,224,8,40,9700780.33
"1535","missouri","moniteau",14,1724600,11454,27,20,0,7,290885.92
"1536","missouri","new madrid",1006,126268200,498458,315,220,0,95,3139626.94
"1537","missouri","nodaway",11,2142700,13410,1,0,1,0,0
"1538","missouri","oregon",12,1906200,12591,42,41,0,1,429198.28
"1539","missouri","ozark",6,1107400,6675,8,5,2,1,443549.3
"1540","missouri","pemiscot",564,76144000,206362,145,90,0,55,586839.97
"1541","missouri","pettis",36,4662200,29825,37,22,0,15,246353.98
"1542","missouri","phelps",147,22137500,111569,294,252,8,34,9298590.15
"1543","missouri","platte",175,46097000,169858,380,323,0,57,13828817.8
"1544","missouri","ralls",27,3512400,19821,53,39,0,14,519891.62
"1545","missouri","ray",135,17645500,116400,184,158,0,26,2073630.19
"1546","missouri","reynolds",93,8464300,97254,130,106,4,20,1988230.88
"1547","missouri","shannon",14,2637400,10210,23,21,0,2,179787.78
"1548","missouri","st. charles",1686,362583800,1671261,11004,9859,25,1120,135592629.5
"1549","missouri","st. francois",98,15838400,67702,82,70,3,9,1435747.27
"1550","missouri","ste. genevieve",110,18235300,81520,1176,942,0,234,7035952.01
"1551","missouri","stoddard",314,34286300,268128,84,69,1,14,813310.96
"1552","missouri","taney",526,93192500,403746,392,304,23,65,17632776.57
"1553","missouri","texas",16,2669800,19547,16,10,0,6,360841.38
"1554","missouri","vernon",11,2519000,5274,10,6,1,3,57102.45
"1555","missouri","washington",NA,NA,NA,3,3,0,0,15338.16
"1556","montana","jefferson",28,4966200,30198,6,5,0,1,8372.15
"1557","montana","madison",44,13482200,23997,5,3,0,2,26091.08
"1558","montana","lincoln",95,23272700,97960,37,31,0,6,440495.07
"1559","montana","phillips",20,2122700,14138,50,35,0,15,174782.84
"1560","montana","lake",62,17150400,39259,18,15,0,3,56920.98
"1561","montana","garfield",14,549000,7757,1,0,0,1,0
"1562","montana","mineral",25,5623600,20707,5,4,0,1,10767.53
"1563","montana","park",118,27168200,101677,110,90,0,20,795365.41
"1564","montana","liberty",14,1847000,21046,2,1,0,1,788.79
"1565","montana","dawson",19,3464500,15196,6,6,0,0,39691.6
"1566","montana","blaine",56,4871800,39415,54,41,0,13,69039.22
"1567","montana","custer",1121,169604500,624937,152,109,0,43,403335.07
"1568","montana","teton",25,4689300,16756,4,3,0,1,2340.46
"1569","montana","valley",69,6949200,64033,266,222,0,44,1532077.14
"1570","montana","gallatin",342,82423700,227750,63,43,0,20,294449.14
"1571","montana","richland",22,8013900,30654,9,7,0,2,63389.64
"1572","montana","powell",24,3183100,11945,19,16,0,3,68451.91
"1573","montana","beaverhead",35,7004000,35415,12,3,0,9,2464.07
"1574","montana","big horn",12,2679300,11055,19,16,0,3,245614.71
"1575","montana","broadwater",5,1285000,1969,4,3,0,1,20104.56
"1576","montana","carbon",106,23152000,95634,37,32,0,5,319081.42
"1577","montana","cascade",440,97109200,348274,241,167,0,74,577293.55
"1578","montana","chouteau",8,2520000,3073,NA,NA,NA,NA,NA
"1579","montana","deer lodge",9,1142400,5839,8,3,0,5,4094.23
"1580","montana","fallon",6,1212700,9496,1,0,0,1,0
"1581","montana","fergus",44,10121900,26996,27,17,0,10,247728.39
"1582","montana","flathead",780,172981100,465792,118,77,0,41,660970.91
"1583","montana","glacier",14,2001900,32215,5,5,0,0,31865.94
"1584","montana","golden valley",2,345000,732,NA,NA,NA,NA,NA
"1585","montana","granite",24,5558600,15943,11,7,0,4,52952.63
"1586","montana","hill",12,3459600,10470,14,12,0,2,56105.04
"1587","montana","lewis & clark",241,52244000,176224,61,47,0,14,237521.8
"1588","montana","meagher",15,4673300,11174,5,4,0,1,91550.74
"1589","montana","missoula",322,77453800,244928,135,101,2,32,592714.18
"1590","montana","musselshell",33,3399400,20523,68,62,0,6,1247216.95
"1591","montana","pondera",7,1262000,5075,NA,NA,NA,NA,NA
"1592","montana","powder river",17,2574600,27797,11,10,0,1,34429
"1593","montana","ravalli",172,44388500,119297,34,26,0,8,115488.85
"1594","montana","roosevelt",13,1138200,9217,8,5,0,3,65078.12
"1595","montana","rosebud",12,2338600,9013,9,4,0,5,9715.92
"1596","montana","sanders",46,8434200,36158,10,6,0,4,223489.63
"1597","montana","silver bow",30,7887000,19295,9,5,0,4,8244.84
"1598","montana","stillwater",70,16533100,49497,18,10,0,8,53946.3
"1599","montana","sweet grass",23,6738600,27267,21,19,0,2,378110.27
"1600","montana","treasure",2,47000,806,1,1,0,0,27597.04
"1601","montana","wheatland",11,933600,6589,17,12,0,5,20039.98
"1602","montana","wibaux",8,648600,5463,3,3,0,0,77084.26
"1603","montana","yellowstone",368,90000400,211596,215,159,1,55,1225214.51
"1604","nebraska","butler",38,3099800,29407,4,3,0,1,4433.48
"1605","nebraska","clay",21,7631100,81729,1,0,1,0,0
"1606","nebraska","franklin",5,721700,3889,NA,NA,NA,NA,NA
"1607","nebraska","jefferson",7,1988400,9551,10,6,0,4,14185.93
"1608","nebraska","madison",135,22749100,170248,62,42,0,20,3099101.73
"1609","nebraska","washington",112,21303400,120018,144,118,0,26,2708365.71
"1610","nebraska","boone",18,1301700,15928,8,6,0,2,31509.08
"1611","nebraska","howard",53,6744800,54839,4,2,0,2,2015.75
"1612","nebraska","johnson",21,2775300,36693,2,1,0,1,1972.39
"1613","nebraska","lincoln",310,56986800,266126,74,32,1,41,255379.99
"1614","nebraska","polk",53,4634500,45135,1,1,0,0,150
"1615","nebraska","saline",236,19074200,222838,197,138,0,59,1159271.89
"1616","nebraska","adams",35,7829800,36854,20,11,1,8,275127.16
"1617","nebraska","douglas",1514,341897000,1733144,658,472,1,185,4148635.46
"1618","nebraska","garfield",3,261400,1456,NA,NA,NA,NA,NA
"1619","nebraska","hamilton",23,3188900,21526,15,12,0,3,86194.66
"1620","nebraska","dawson",217,42570100,141553,57,40,0,17,256912.96
"1621","nebraska","dodge",1205,182079700,1039159,569,413,0,156,2785257.95
"1622","nebraska","hall",242,36197000,255046,114,58,1,55,658078.13
"1623","nebraska","pierce",23,2611400,17179,5,2,0,3,16106.56
"1624","nebraska","wayne",4,2850000,3500,5,2,0,3,5443.54
"1625","nebraska","wheeler",2,222500,979,2,1,0,1,7763.06
"1626","nebraska","blaine",2,85000,1244,NA,NA,NA,NA,NA
"1627","nebraska","custer",62,4272500,42702,4,2,0,2,69883.24
"1628","nebraska","valley",6,553900,5160,6,6,0,0,29748.15
"1629","nebraska","cass",537,110237600,493740,397,333,0,64,3506977.02
"1630","nebraska","knox",67,10856800,40068,15,9,0,6,643981.85
"1631","nebraska","cedar",41,3345300,44737,NA,NA,NA,NA,NA
"1632","nebraska","webster",10,1614000,18521,2,1,0,1,1727.4
"1633","nebraska","chase",3,525000,968,1,1,0,0,3028.44
"1634","nebraska","cheyenne",21,2064500,17462,17,10,0,7,57897.97
"1635","nebraska","nemaha",8,2288500,28902,53,31,0,22,551996.53
"1636","nebraska","pawnee",7,156000,2802,1,0,0,1,0
"1637","nebraska","seward",24,3190900,18744,23,17,0,6,117753.86
"1638","nebraska","sheridan",7,966700,6501,NA,NA,NA,NA,NA
"1639","nebraska","sherman",3,272300,2754,1,1,0,0,7045.99
"1640","nebraska","boyd",11,994000,8590,14,8,0,6,148095.53
"1641","nebraska","harlan",6,774500,3948,NA,NA,NA,NA,NA
"1642","nebraska","york",62,7113500,51649,9,2,0,7,30583.91
"1643","nebraska","dakota",72,20853300,73316,76,22,0,54,560518
"1644","nebraska","fillmore",7,1474100,4567,2,1,0,1,25000
"1645","nebraska","rock",1,105000,288,NA,NA,NA,NA,NA
"1646","nebraska","holt",14,2209700,12127,2,0,0,2,0
"1647","nebraska","phelps",12,1495000,13700,9,6,0,3,74756.04
"1648","nebraska","platte",154,37966800,98562,67,50,0,17,432795.46
"1649","nebraska","antelope",15,1958700,11336,11,9,0,2,294231.12
"1650","nebraska","box butte",5,973300,5198,2,0,0,2,0
"1651","nebraska","buffalo",189,43094000,144144,18,10,0,8,44862.52
"1652","nebraska","burt",24,3697100,17310,39,15,0,24,747997.96
"1653","nebraska","colfax",489,46105800,241727,147,115,0,32,1278026.34
"1654","nebraska","cuming",53,7906100,65195,13,8,0,5,35467.66
"1655","nebraska","dawes",6,807000,4567,NA,NA,NA,NA,NA
"1656","nebraska","deuel",8,823100,11339,13,11,0,2,26519.72
"1657","nebraska","dixon",6,749000,3134,2,1,0,1,2819.92
"1658","nebraska","dundy",9,701700,8342,NA,NA,NA,NA,NA
"1659","nebraska","furnas",8,1096400,4772,1,0,0,1,0
"1660","nebraska","gage",97,20987700,85251,175,124,0,51,1608709.12
"1661","nebraska","garden",14,1587800,12460,2,1,0,1,4926.39
"1662","nebraska","gosper",5,692300,8078,NA,NA,NA,NA,NA
"1663","nebraska","hayes",2,23100,561,NA,NA,NA,NA,NA
"1664","nebraska","hitchcock",4,1021500,3531,1,1,0,0,759
"1665","nebraska","kearney",31,4234500,41299,3,1,0,2,6348.75
"1666","nebraska","keith",36,10625000,67738,7,3,0,4,47052.48
"1667","nebraska","lancaster",1654,350220800,1789205,286,148,1,137,2790493.21
"1668","nebraska","merrick",88,12734100,65814,12,7,0,5,16273.59
"1669","nebraska","morrill",9,3300000,9544,1,1,0,0,7023.8
"1670","nebraska","nance",7,1423500,6048,1,0,0,1,0
"1671","nebraska","nuckolls",4,277400,1723,3,3,0,0,7069.58
"1672","nebraska","otoe",43,6956700,65888,18,17,0,1,376171.39
"1673","nebraska","perkins",3,567000,836,NA,NA,NA,NA,NA
"1674","nebraska","red willow",19,4892400,14460,10,7,0,3,35533.95
"1675","nebraska","richardson",16,1838200,16940,88,82,0,6,2370749.58
"1676","nebraska","sarpy",849,207160900,769587,1012,874,0,138,8988390.99
"1677","nebraska","saunders",413,91416300,251280,262,222,0,40,2518339.82
"1678","nebraska","scotts bluff",225,38840200,286176,52,29,0,23,184917.07
"1679","nebraska","stanton",34,8473800,25324,4,2,0,2,6031.9
"1680","nebraska","thayer",54,5893500,46653,28,24,0,4,346941.23
"1681","nebraska","thurston",3,892000,2013,16,12,0,4,32899.78
"1682","nevada","clark",2937,856129500,1548218,603,369,0,234,8648248.22
"1683","nevada","lincoln",113,21038100,63427,3,0,0,3,0
"1684","nevada","humboldt",20,3501000,10790,15,10,0,5,63439.15
"1685","nevada","douglas",1148,318515000,777193,210,158,0,52,3644169.99
"1686","nevada","mineral",182,25891300,108028,2,1,0,1,2662.8
"1687","nevada","lyon",653,165389500,397179,19,14,0,5,472591.01
"1688","nevada","independent city",484,137276400,308772,90,49,1,40,578249.98
"1689","nevada","churchill",713,196325900,429393,6,3,1,2,9850.78
"1690","nevada","elko",96,21241100,131458,29,16,1,12,130771.9
"1691","nevada","eureka",11,2472300,14483,1,1,0,0,587.73
"1692","nevada","lander",138,22670000,159678,3,1,0,2,1058.48
"1693","nevada","nye",3077,673521200,1283249,68,24,0,44,280408.26
"1694","nevada","pershing",6,1650000,3701,4,2,0,2,18852.65
"1695","nevada","storey",215,41198700,106964,11,7,0,4,40962.78
"1696","nevada","washoe",2613,750375900,2896515,716,537,14,165,30029446.16
"1697","nevada","white pine",138,20467700,124757,7,1,0,6,389.63
"1698","new hampshire","carroll",430,99612300,480572,254,180,0,74,1860393.85
"1699","new hampshire","hillsborough",1200,294913300,1260847,582,438,0,144,9826613.36
"1700","new hampshire","sullivan",166,40021000,257482,41,30,0,11,362744.26
"1701","new hampshire","belknap",279,59690100,361888,114,90,0,24,980203.18
"1702","new hampshire","cheshire",502,112103000,812985,228,160,1,67,6301406.97
"1703","new hampshire","coos",172,30633300,161571,77,59,0,18,483396.38
"1704","new hampshire","grafton",878,180150100,841355,312,237,0,75,3721076.76
"1705","new hampshire","merrimack",514,125864300,593648,291,229,1,61,6236256.41
"1706","new hampshire","rockingham",3894,822893900,3596782,1732,1299,3,430,16675291.24
"1707","new hampshire","strafford",319,76230100,344287,132,101,0,31,2213317.95
"1708","new jersey","union",5143,1350360400,8564175,5684,4486,1,1197,97747870.32
"1709","new jersey","middlesex",4069,1145718900,5126871,4222,3476,14,732,112549112.54
"1710","new jersey","sussex",351,97633900,360645,182,121,0,61,1582849.6
"1711","new jersey","camden",1969,452761700,2552687,1062,707,0,355,5974329.28
"1712","new jersey","warren",607,150844700,969234,1227,1036,0,191,31706466.93
"1713","new jersey","cumberland",608,138097400,641170,990,815,3,172,15311112.25
"1714","new jersey","mercer",2182,590834200,2831128,2234,1731,0,503,36928635.5
"1715","new jersey","morris",4086,1113694500,7141345,8937,7728,4,1205,191387468.95
"1716","new jersey","somerset",2503,673250800,3738891,5368,4744,2,622,159726230.52
"1717","new jersey","essex",4288,1185874100,7315704,4679,3731,0,948,109587905.65
"1718","new jersey","atlantic",29397,6590983500,25648013,20691,17503,156,3032,476677912.7
"1719","new jersey","bergen",14336,3737061300,21462889,12719,10776,8,1935,347149540.12
"1720","new jersey","burlington",3336,786459900,4192066,1821,1279,2,540,24047059.05
"1721","new jersey","cape may",54342,12604128200,39294850,28296,23050,73,5173,410286095.63
"1722","new jersey","gloucester",1155,269749400,1371829,576,367,0,209,3734988.85
"1723","new jersey","hudson",20384,4808960200,15102409,4169,3148,9,1012,152648454.41
"1724","new jersey","hunterdon",985,266338800,1544274,1307,1069,0,238,24729572.96
"1725","new jersey","monmouth",21936,5872892500,19096625,19597,16473,241,2883,920572174.54
"1726","new jersey","ocean",51102,13369563500,49587361,52453,44600,918,6935,2568991389.65
"1727","new jersey","passaic",3910,929913700,7084350,13544,11779,3,1762,279744384.53
"1728","new jersey","salem",1955,377695200,2409336,741,456,1,284,6900323.51
"1729","new jersey","--------------------------------",NA,NA,NA,10,9,0,1,43556.38
"1730","new mexico","grant",94,18586700,78796,11,6,0,5,116507.01
"1731","new mexico","lincoln",259,58204600,144462,77,57,0,20,2221218.54
"1732","new mexico","union",1,350000,373,NA,NA,NA,NA,NA
"1733","new mexico","sierra",73,12328500,67348,14,12,0,2,150013.31
"1734","new mexico","otero",1564,295601100,896832,116,69,0,47,1382942.53
"1735","new mexico","san juan",249,73339600,192482,44,29,0,15,502585.8
"1736","new mexico","san miguel",129,24961800,137449,17,5,0,12,64718.65
"1737","new mexico","roosevelt",441,61353700,270339,17,11,0,6,36549.44
"1738","new mexico","colfax",22,4527900,28967,7,4,0,3,14219.27
"1739","new mexico","bernalillo",2028,478114900,1365685,177,85,0,92,1628045.95
"1740","new mexico","catron",12,663800,7560,5,4,0,1,168085.22
"1741","new mexico","chaves",323,58541600,253987,42,20,0,22,213828.36
"1742","new mexico","cibola",95,12620200,91629,25,21,0,4,445471.79
"1743","new mexico","curry",348,66859100,379574,51,24,0,27,498295.72
"1744","new mexico","dona ana",1554,364312900,1279999,184,111,0,73,4688497.01
"1745","new mexico","eddy",423,79284200,458784,49,32,0,17,332646.52
"1746","new mexico","hidalgo",4,199200,1353,3,3,0,0,27827.79
"1747","new mexico","lea",968,173774200,571002,197,133,0,64,893593.28
"1748","new mexico","los alamos",35,11288600,15688,11,6,0,5,31797.76
"1749","new mexico","luna",23,5688000,13623,3,2,0,1,88420.82
"1750","new mexico","mckinley",74,17434100,80852,14,4,0,10,13284.08
"1751","new mexico","mora",4,407600,1503,NA,NA,NA,NA,NA
"1752","new mexico","quay",5,990400,2699,9,5,0,4,12313.26
"1753","new mexico","rio arriba",185,42045800,163440,37,24,0,13,345703.82
"1754","new mexico","sandoval",544,97726800,539934,16,3,0,13,29566.77
"1755","new mexico","santa fe",425,127294700,366971,36,17,0,19,377771.94
"1756","new mexico","socorro",215,46144100,231489,11,2,0,9,18369.82
"1757","new mexico","taos",217,52764900,197777,23,15,0,8,52122.97
"1758","new mexico","torrance",119,16151000,138769,1,1,0,0,4797.45
"1759","new mexico","valencia",2846,543637400,2808633,83,38,0,45,331407.86
"1760","new york","franklin",113,19728300,90520,36,25,0,11,254739.28
"1761","new york","greene",536,117723800,695397,585,477,0,108,18679696.98
"1762","new york","jefferson",397,74785400,387742,213,124,14,75,878111.59
"1763","new york","madison",555,85627200,660735,347,285,0,62,5344898.89
"1764","new york","monroe",1827,350011700,1970605,700,361,43,296,3465703.99
"1765","new york","montgomery",244,45966800,413026,297,253,0,44,8733981.99
"1766","new york","washington",165,31457600,164651,153,99,0,54,1436024.22
"1767","new york","columbia",282,71121200,367874,248,206,0,42,3161377.44
"1768","new york","fulton",120,22597000,163241,92,68,0,24,754113.01
"1769","new york","orange",1895,471406100,1978169,1825,1419,0,406,23642461.37
"1770","new york","hamilton",67,14896300,77064,56,49,0,7,491373.29
"1771","new york","nassau",48383,14138973000,55788633,48863,42576,189,6098,2197594798.96
"1772","new york","putnam",306,89190800,325808,337,224,0,113,4992980.93
"1773","new york","warren",220,51779700,207182,169,122,0,47,2618316
"1774","new york","wayne",231,42473900,230973,125,75,13,37,777738.36
"1775","new york","lewis",77,13532300,88862,49,36,0,13,512896.81
"1776","new york","oneida",683,127050000,694192,786,619,1,166,9774797.02
"1777","new york","clinton",253,52917600,233075,281,212,0,69,4822651.34
"1778","new york","livingston",317,50055000,278363,131,83,2,46,561168.36
"1779","new york","schuyler",67,13947400,61242,52,38,0,14,317910.36
"1780","new york","delaware",958,175056700,1055370,1245,1092,2,151,38247667.55
"1781","new york","steuben",833,137630800,830419,394,264,0,130,2205216.77
"1782","new york","sullivan",616,141978200,642416,1123,933,1,189,16309017.09
"1783","new york","chautauqua",683,116076600,604633,1945,1613,1,331,9523708.16
"1784","new york","allegany",380,37825800,310824,585,483,0,102,2163563.83
"1785","new york","essex",237,55143500,226914,392,313,1,78,5753537.7
"1786","new york","suffolk",36407,10884977600,44997478,33040,26719,104,6217,1066259398.39
"1787","new york","genesee",448,55075400,438550,147,113,0,34,898577.18
"1788","new york","albany",883,206032300,1193250,332,243,1,88,4100727.24
"1789","new york","bronx",54513,15016121700,56719996,41678,35144,96,6438,1376056812.78
"1790","new york","broome",2603,618262600,2332559,3095,2797,1,297,138061805.84
"1791","new york","cattaraugus",664,103523500,737960,500,379,0,121,5252470.76
"1792","new york","cattaravus",8,769900,5746,14,11,0,3,37851.91
"1793","new york","cayuga",469,75298900,473025,258,180,1,77,1118824.76
"1794","new york","chemung",623,114033600,607622,295,196,0,99,2923486.92
"1795","new york","chenango",618,92691200,593519,637,524,0,113,11180971.34
"1796","new york","cortland",472,62785200,488590,347,266,0,81,3017655.98
"1797","new york","dutchess",1581,437634200,1673223,630,500,0,130,10803773.51
"1798","new york","erie",2530,495681800,2383413,2316,1614,1,701,9414902.66
"1799","new york","herkimer",552,76712800,526543,387,326,1,60,3683774.24
"1800","new york","niagara",749,125653500,674764,164,104,2,58,890733.17
"1801","new york","onondaga",1922,387784000,1744836,905,659,2,244,6560528.48
"1802","new york","ontario",443,93067700,475509,295,203,4,88,4155719.77
"1803","new york","orleans",93,13795400,76118,42,24,3,15,76586.08
"1804","new york","oswego",1,175000,332,2,2,0,0,34697.56
"1805","new york","oswego",402,68338900,338485,214,142,5,67,1581194.37
"1806","new york","otsego",529,102703200,476343,468,373,0,95,8962576.27
"1807","new york","rensselaer",1016,182090200,1667931,526,371,1,154,7637545.95
"1808","new york","rockland",1960,526544700,1872332,3181,2456,3,722,38813099.47
"1809","new york","saratoga",812,160747700,1111627,604,480,1,123,7948274.11
"1810","new york","schenectady",407,94457300,470476,345,295,0,50,7932734.77
"1811","new york","schoharie",433,91709500,522176,701,630,0,71,31975638.83
"1812","new york","seneca",165,31914100,169966,90,62,0,28,466991.83
"1813","new york","st. lawrence",195,30117100,185575,109,78,1,30,747486.58
"1814","new york","tioga",989,166800900,1314449,1552,1389,3,160,60697245.42
"1815","new york","tompkins",407,100073300,467050,249,190,0,59,1701336.27
"1816","new york","ulster",1321,321296000,1675056,1286,1028,2,256,29164557.05
"1817","new york","westchester",7308,2183257600,10103692,9894,8004,3,1887,143679948.45
"1818","new york","wyoming",131,14352300,121590,86,60,0,26,780239.67
"1819","new york","yates",281,53001200,353537,141,82,1,58,881974.57
"1820","new york","--------------------------------",NA,NA,NA,13,10,0,3,174922.46
"1821","north carolina","cherokee",192,45708000,146850,50,40,1,9,761084.28
"1822","north carolina","clay",124,32054400,76294,21,17,0,4,92312.3
"1823","north carolina","franklin",75,17479800,38051,19,16,0,3,133583.3
"1824","north carolina","greene",103,20149900,61346,72,65,1,6,2531111.88
"1825","north carolina","jackson",312,74773000,278882,44,26,0,18,702989.21
"1826","north carolina","lee",112,29126200,102258,29,20,0,9,277102.51
"1827","north carolina","macon",155,40461300,116898,48,36,0,12,1011968.73
"1828","north carolina","madison",91,22817800,108835,68,48,0,20,936445.4
"1829","north carolina","montgomery",25,5993800,14027,4,3,0,1,44138.46
"1830","north carolina","randolph",101,19828500,73256,24,15,0,9,131716.52
"1831","north carolina","washington",92,22477800,79980,53,44,0,9,1315222.07
"1832","north carolina","graham",49,8421200,38679,4,2,0,2,10846.72
"1833","north carolina","lincoln",101,25884600,50464,8,5,0,3,134314.38
"1834","north carolina","polk",71,18161200,51059,17,14,0,3,210940.51
"1835","north carolina","union",468,134994000,234016,47,36,0,11,573372.2
"1836","north carolina","orange",191,54801500,106220,29,20,0,9,289264.96
"1837","north carolina","martin",89,17051600,60636,41,35,0,6,558858.99
"1838","north carolina","burke",215,54531500,222295,71,61,0,10,2158685.06
"1839","north carolina","camden",2299,474237000,1608151,536,408,6,122,7703295.1
"1840","north carolina","chatham",845,247039200,445717,163,142,0,21,2575443.55
"1841","north carolina","forsyth",700,179188700,536967,348,261,6,81,3026984.78
"1842","north carolina","jones",139,34937000,82933,102,86,0,16,3264583.74
"1843","north carolina","mitchell",29,7415400,31811,34,26,0,8,804187.15
"1844","north carolina","richmond",71,12101600,59513,16,13,0,3,246609.65
"1845","north carolina","warren",31,9428700,14202,4,0,0,4,0
"1846","north carolina","wayne",1071,222817600,1027533,969,806,9,154,39979168.03
"1847","north carolina","wilkes",72,20673200,78538,17,13,0,4,456655.6
"1848","north carolina","alexander",30,8352000,31185,4,2,0,2,4910.85
"1849","north carolina","cumberland",1724,422444700,989382,519,383,4,132,18606057.66
"1850","north carolina","henderson",364,96855000,281321,156,129,0,27,1651183.76
"1851","north carolina","wilson",557,127322500,466834,438,358,7,73,9950430.7
"1852","north carolina","caldwell",188,43055500,229390,50,36,0,14,419593.76
"1853","north carolina","rowan",211,53435300,174063,38,26,0,12,379522.93
"1854","north carolina","rockingham",79,16846900,94780,98,71,1,26,794648.81
"1855","north carolina","alamance",357,83156300,342792,96,73,0,23,1344021.22
"1856","north carolina","alleghany",18,3981300,13656,4,4,0,0,86320.02
"1857","north carolina","anson",6,1785000,2209,2,2,0,0,17592.6
"1858","north carolina","ashe",173,41657000,162934,97,71,0,26,767509.79
"1859","north carolina","avery",245,60173000,177881,143,118,0,25,2764602.76
"1860","north carolina","beaufort",161,33549100,84121,95,72,1,22,1305102.66
"1861","north carolina","beaufort",4197,806030900,3485419,8160,6987,11,1162,106968413.17
"1862","north carolina","bertie",226,38156500,160216,413,373,7,33,12938557.54
"1863","north carolina","bladen",143,25551400,103203,72,63,0,9,3350623.64
"1864","north carolina","brunswick",16828,4532594000,19237336,7460,4378,1,3081,51119631.23
"1865","north carolina","buncombe",1017,289368100,1287403,549,408,0,141,18190994.18
"1866","north carolina","cabarrus",472,129533100,274343,179,140,0,39,3851236.72
"1867","north carolina","carteret",14191,3251982900,10519872,6299,4118,2,2179,60499823.31
"1868","north carolina","caswell",2,378000,530,NA,NA,NA,NA,NA
"1869","north carolina","catawba",155,37638900,107075,99,72,0,27,1176611.07
"1870","north carolina","chowan",460,121289300,331928,267,227,1,39,5863743.31
"1871","north carolina","cleveland",57,13466200,50898,38,27,0,11,444415.64
"1872","north carolina","columbus",436,74360100,309600,280,232,0,48,6228623.24
"1873","north carolina","craven",4458,1064653300,2856580,3319,2651,4,664,36473658.06
"1874","north carolina","currituck",5087,1438126100,4745019,1742,1247,10,485,18513294.68
"1875","north carolina","dare",21220,5420002400,15955847,17343,12258,45,5040,199507038.42
"1876","north carolina","davidson",537,124926200,446541,147,91,1,55,652095.39
"1877","north carolina","davie",146,41687000,76261,17,12,0,5,238442.13
"1878","north carolina","duplin",374,93901700,204713,209,190,1,18,4771893.15
"1879","north carolina","durham",2010,460903800,1707964,531,388,1,142,13381919.21
"1880","north carolina","edgecombe",1551,334035500,1258942,1270,1127,2,141,53705477.72
"1881","north carolina","gaston",347,81113900,290221,57,29,1,27,183012.75
"1882","north carolina","gates",75,18655500,75335,26,21,0,5,416151.41
"1883","north carolina","granville",32,8742000,18537,11,11,0,0,950192.82
"1884","north carolina","guilford",788,196681600,672082,402,327,0,75,4787314.37
"1885","north carolina","halifax",133,32553700,79616,45,40,0,5,753278.97
"1886","north carolina","harnett",381,90044900,203895,56,42,1,13,1046825.91
"1887","north carolina","haywood",688,139574100,747384,308,244,0,64,8053307.87
"1888","north carolina","hertford",101,23268300,71200,143,121,0,22,2929479.26
"1889","north carolina","hoke",129,31684500,51150,20,9,0,11,333089.13
"1890","north carolina","hyde",1289,248922600,1221685,1172,947,2,223,15782315
"1891","north carolina","iredell",199,58779600,101520,32,21,0,11,951864.49
"1892","north carolina","johnston",484,116911200,337271,234,196,3,35,9338028.54
"1893","north carolina","lenoir",591,118963600,529665,700,622,4,74,36571737.93
"1894","north carolina","mcdowell",89,21776200,69365,53,34,0,19,732867.16
"1895","north carolina","mecklenburg",3477,882794100,2162987,2369,1851,3,515,41021523.83
"1896","north carolina","moore",527,134668300,364125,80,45,0,35,1131286.07
"1897","north carolina","nash",164,42837800,98243,105,89,0,16,4260427.56
"1898","north carolina","new hanover",14317,3689873900,11351310,8967,6629,1,2337,134518623
"1899","north carolina","northampton",62,10648500,27187,27,21,0,6,239449.3
"1900","north carolina","onslow",6028,1457942600,6337973,5120,3467,1,1652,57441356.89
"1901","north carolina","pamlico",2010,477108300,1254193,3034,2718,8,308,64152015.81
"1902","north carolina","pasquotank",1247,284518100,717282,207,148,0,59,1346462.56
"1903","north carolina","pender",2773,719558700,2642753,2980,2231,5,744,37587606.52
"1904","north carolina","perquimans",723,180875800,389131,154,81,0,73,937593.38
"1905","north carolina","person",27,7287100,22173,3,2,0,1,24521.54
"1906","north carolina","pitt",1788,405483300,1104479,1053,904,2,147,33144513.01
"1907","north carolina","robeson ",2,66600,1200,NA,NA,NA,NA,NA
"1908","north carolina","robeson",1230,185225300,859093,577,485,0,92,21292976.45
"1909","north carolina","rutherford",124,32241600,108897,46,33,0,13,818594.55
"1910","north carolina","sampson",103,23085700,74233,95,80,0,15,2285756.15
"1911","north carolina","scotland",39,9994300,31788,2,1,0,1,32326.63
"1912","north carolina","stanly",58,14744500,55594,37,31,0,6,398731.52
"1913","north carolina","stokes",21,4843200,11410,12,10,0,2,195596.76
"1914","north carolina","surry",46,14848900,52525,64,57,0,7,1406362.75
"1915","north carolina","swain",98,21664600,121837,25,15,0,10,432173.5
"1916","north carolina","transylvania",261,69962200,190321,81,54,0,27,551197.46
"1917","north carolina","tyrrell",566,89946800,599815,513,419,4,90,7854095.23
"1918","north carolina","vance",27,6794100,13804,9,8,0,1,175208.37
"1919","north carolina","wake",2798,778390800,2287646,1253,971,8,274,25184084.28
"1920","north carolina","watauga",560,134250300,459315,226,160,1,65,2346220.47
"1921","north carolina","yadkin",10,2401000,7266,2,1,1,0,2109.5
"1922","north carolina","yancey",118,27163400,111030,53,41,0,12,663389.69
"1923","north dakota","grant",2,50600,737,7,7,0,0,45093.79
"1924","north dakota","logan",2,490000,731,1,1,0,0,252919.84
"1925","north dakota","adams",1,140000,316,NA,NA,NA,NA,NA
"1926","north dakota","burke",2,204000,2469,1,1,0,0,4219.15
"1927","north dakota","mcintosh",1,350000,415,2,2,0,0,7284.84
